uhr,archived_tag,final_label,truth_prmst_s0,truth_prmst_s1,truth_delta_prmst,quadrature_abs_error_bound,dense_grid_delta,quad_minus_dense
1.0,core,proportional hazards,2.302578724304306,2.503678646905774,0.20109992260146825,3.6415315207705135e-14,0.20109992260146825,0.0
0.5,core,proportional hazards,2.343574059875296,2.5447836806784405,0.20120962080314442,3.419486915845482e-14,0.20120962080314397,4.440892098500626e-16
0.33,core,proportional hazards,2.3822224045787417,2.583521958592509,0.20129955401376742,3.375077994860476e-14,0.20129955401376742,0.0
0.5,early_benefit,"early benefit, then null",2.343574059875296,2.7528100264333926,0.40923596655809646,2.4424906541753444e-14,0.4092359665580987,-2.220446049250313e-15
0.5,decay,delayed intensification of benefit,2.343574059875296,2.9718335465706502,0.6282594866953541,3.108624468950438e-14,0.628259486695355,-8.881784197001252e-16
0.5,crossing,"early harm, later benefit",2.343574059875296,2.025200211155313,-0.318373848719983,3.68594044175552e-14,-0.31837384871998475,1.7763568394002505e-15
