scenario_id,rows,successful,failed,median_HR_c,median_HR_naive,median_HR_o,bias_logHR_c,median_HR_percent_error_c,empirical_SE,avg_robust_SE,avg_model_SE,rmse_c,coverage_c,coverage_naive,median_interval_width_log,directional_signal_rate,median_cross_ratio,max_abs_score_residual_sum
20,5000,5000,0,0.8087277784657437,0.8091595327176164,0.9186319711474883,-0.049613223324325384,-4.855555474618383,0.012996112220936676,0.01288170488855444,0.018180822454358272,0.05128681196664491,0.0304,0.0294,0.05049520037418488,1.0,0.8803671126251656,3.3791422993090237e-09
21,5000,5000,0,0.873898633587542,0.8764595692821271,0.8735410177286635,-0.13496897922910417,-12.610136641245795,0.040109707610392974,0.04024373360882265,0.05689642602830454,0.14080160596033217,0.0828,0.091,0.15774106520863584,0.825,0.9992401527409058,3.62003760301377e-11
22,5000,5000,0,0.8740191850806425,0.8765965150535167,0.8737258248679884,-0.1347001632842173,-12.598081491935753,0.012820629843788029,0.01272124232839329,0.017973917872675414,0.13530879374481286,0.0,0.0,0.04986768375379745,1.0,1.000187344046888,3.3469973459432363e-09
23,5000,5000,0,0.7782142346916558,0.7797652562059878,0.8856194274155234,-0.08802365253138815,-8.445384153922838,0.04071690359993082,0.0411804513729635,0.05811455995096665,0.09698297825126254,0.4292,0.4336,0.16140882253072375,0.757,0.8791801613947855,3.290878680672904e-11
24,5000,5000,0,0.7789046389065193,0.7801519912272095,0.8845173867392686,-0.08734936934263933,-8.364160128644787,0.012874122360220671,0.013017304235676522,0.018360301309801735,0.08829282078684224,0.0,0.0,0.05103012340970208,1.0,0.8807670365475653,3.3264484500250542e-09
25,5000,5000,0,0.9990894670433459,0.9988964646600165,0.9994127978736032,-0.0006287589144117434,-0.09105329566541087,0.04015911262510561,0.03964706768783186,0.05611010150154137,0.04016001884639749,0.948,0.947,0.1553980959618918,0.0256,1.0000382716921026,3.495426170729843e-11
26,5000,5000,0,0.9997592237719997,0.999860668157937,0.999627429127937,-0.00016624239725490658,-0.024077622800033893,0.012555813062537153,0.012534119415198382,0.017727963426952483,0.012555658027665909,0.9468,0.9468,0.0491353247178932,0.028,1.0001457123672295,3.034333673213041e-09
27,5000,5000,0,0.906925090065421,0.9048599859925344,1.0002514382968442,0.06523970189457987,6.697069419461296,0.0411116764382741,0.040510599576525565,0.05721390142670109,0.07711063875284055,0.6436,0.6554,0.15876524711379364,0.024,0.9071804488295825,3.1590730031894054e-11
28,5000,5000,0,0.9076564186000596,0.9058052126260778,1.0005377873950947,0.06576269624221459,6.783108070595254,0.012654335992882565,0.01280730569496369,0.018077140115915602,0.06696889136026267,0.0004,0.001,0.050201497558451255,0.0232,0.9069842750532671,3.0415776564041153e-09
29,5000,5000,0,0.9330911113567939,0.933913565199842,0.9325269542371049,-0.06884254565545066,-6.69088886432061,0.039330445448754546,0.040065618940846016,0.056672918110640715,0.0792834828620213,0.597,0.601,0.15704584701551605,0.3172,1.0012408664663843,3.2645885994497797e-11
30,5000,5000,0,0.933819396833377,0.9346636304626887,0.9334038344743547,-0.06870579521264131,-6.6180603166623,0.012712940137569184,0.01266439366081056,0.017903946605586182,0.06987183136982625,0.0002,0.0002,0.049644711765007274,0.9968,1.0002164763481252,3.0497417924379992e-09
31,5000,5000,0,0.8512491600559449,0.8502401337852166,0.9373643222370567,0.0020633969094923615,0.1469600065817514,0.04095575116177265,0.04097846457331493,0.05784253219627906,0.04100360575998774,0.951,0.9494,0.16058516331976438,0.2906,0.9079635678053728,2.964384293591138e-11
32,5000,5000,0,0.8517994073565551,0.850669257267018,0.9376832107352038,0.002042688904664156,0.21169498312413523,0.013145859201612372,0.012953538137309673,0.0182735943087471,0.013302316692479735,0.942,0.9418,0.050777432831789135,0.9934,0.9084749275760057,3.007464499660273e-09
33,5000,5000,0,0.9037247839417625,0.9049682179881505,0.9025466195838395,-0.10182853048188267,-9.627521605823752,0.0400100483057141,0.04044067275373723,0.05718638784176514,0.10940536287007233,0.2872,0.2932,0.15853863030417653,0.587,1.0010114308545313,3.270628212703741e-11
34,5000,5000,0,0.903361215602515,0.9045853583079431,0.903230624596358,-0.10165426794049684,-9.663878439748498,0.012679721118738517,0.012783499237599827,0.018065961909667395,0.10244185357119313,0.0,0.0,0.05010906617444333,1.0,0.9998351270855061,3.1108982057048702e-09
35,5000,5000,0,0.827939790527348,0.8275007959142444,0.9108988562759803,-0.02622953683034275,-2.595318761488467,0.041035638208837634,0.0413946593610885,0.058405832291055684,0.048698823608176414,0.9064,0.9052,0.1622639409015,0.5286,0.9091428155119791,3.04840597209477e-11
36,5000,5000,0,0.8284209355876645,0.8279790116296757,0.9114507182193763,-0.025965862441645372,-2.5387134602747623,0.01299833667802147,0.013080770348701537,0.01844678260277987,0.029037027695381787,0.4974,0.4774,0.05127850302730487,1.0,0.9087039662342009,2.973735035993741e-09
102,2000,2000,0,0.9998391623893422,1.000067954621222,0.9990486604570873,-0.0007407873343805435,-0.016083761065777136,0.048586499358847034,0.0471529969007334,0.0666885799902235,0.0485799996074727,0.9445,0.942,0.18480712101247426,0.0265,1.001481993456415,2.895919060108554e-10
103,2000,2000,0,0.850832611723311,0.8499720973974285,0.9999892656025964,0.0005782599279695377,0.09795432038953657,0.049397246604008724,0.049372915668265495,0.06951561631743723,0.0493882811263514,0.9495,0.952,0.19347291456445515,0.028,0.8509027939168594,2.839266599607981e-10
104,2000,2000,0,0.9056665940183102,0.9085648739110839,0.9017135514067944,-0.10109600662342165,-9.433340598168982,0.05050793581771197,0.051222145709816334,0.07226621058342256,0.11300521496806572,0.5085,0.5235,0.2007476958820893,0.9295,1.0035753879413394,2.6602720026858146e-10
105,2000,2000,0,0.7660313387399604,0.7685230933746954,0.9013755838274407,-0.10229044895481923,-9.878666030592889,0.05420242076949873,0.05371231206673295,0.07543913836443517,0.11575737304139044,0.511,0.522,0.21053408757108855,0.9295,0.8519790888435625,2.4569857259848504e-10
106,2000,2000,0,0.8630440240551505,0.8670809834662613,0.8623700232124504,-0.14778119465077913,-13.695597594484955,0.052471109542077926,0.05301709181373082,0.0747168431871025,0.1568155675317981,0.196,0.2175,0.20781290161539895,0.998,1.0009382031602323,2.5759705479799777e-10
107,2000,2000,0,0.7334816237009836,0.737335433771457,0.8626384604697825,-0.14756887634697047,-13.708044270472518,0.05371380086070209,0.05564456449932939,0.07808848805618648,0.15703599295387402,0.229,0.246,0.21805081504201645,0.998,0.8500028028480555,2.2886581518832827e-10
108,2000,2000,0,0.9997076338953752,1.0003676934745207,1.0003307932250924,-0.00028652896405660666,-0.029236610462479717,0.04758808611977121,0.046730120941736134,0.06609169754448274,0.04757705041739907,0.9495,0.946,0.18312175695856214,0.026,0.9998471127621068,2.985158786827924e-10
109,2000,2000,0,0.8805685780505147,0.8792966382679075,0.9996637296941593,0.035919958248469254,3.596303300060555,0.04976650214190054,0.0486623202300516,0.0686191435639498,0.061365379357124855,0.8785,0.8825,0.19072120843121432,0.027,0.8819116995631857,2.905311546896882e-10
110,2000,2000,0,0.923386739769616,0.9252743261616694,0.923943508118579,-0.08020271024771586,-7.661326023038395,0.048679248364446634,0.050627783034555715,0.07148150119077679,0.09381342717221179,0.658,0.6575,0.1984141799990472,0.7535,0.9982319453643025,2.6406699049630333e-10
111,2000,2000,0,0.8130017932075909,0.8125655754606618,0.9237578256404324,-0.046192564275077466,-4.352730210871655,0.051989339643341966,0.05278207602123467,0.0743013261865832,0.06953627100398509,0.863,0.8595,0.206860317272059,0.752,0.8796107815052423,2.5288215965701966e-10
112,2000,2000,0,0.8915284415565188,0.8936079136702704,0.8918605502502327,-0.11620588643270506,-10.847155844348123,0.0545284419422461,0.052336641112027425,0.07384409320575458,0.1283575955943758,0.3965,0.4045,0.2052099792234819,0.953,0.9982482578252958,2.508819818558549e-10
113,2000,2000,0,0.7844444960564084,0.7851124047813658,0.8900520049828355,-0.08072702990956301,-7.71241222865783,0.054374385966561474,0.05460246654678119,0.07680095762701482,0.09732393806425764,0.7,0.694,0.21389407483263773,0.9595,0.8813748552709986,2.4639934537162844e-10
114,2000,2000,0,1.0007894525838568,1.0009468375796016,1.001993240076776,0.0005485447415022405,0.07894525838567645,0.046546233439765876,0.04698754548751321,0.0664516716456555,0.04653782840699482,0.9525,0.953,0.18419649402687888,0.025,0.9997229141790602,2.8184121703134224e-10
115,2000,2000,0,0.9088954898965858,0.907277968278362,1.0000366789880177,0.06696685213226929,6.928881164304208,0.04823109514593658,0.04901654712239043,0.06904653802721548,0.08252051080920499,0.7345,0.747,0.1920977327761192,0.0305,0.9089497821596764,2.623732342499352e-10
116,2000,2000,0,0.9417452328692062,0.9424867426843926,0.941749784764115,-0.06004413505476035,-5.8254767130793805,0.050938491852248004,0.05095580702818133,0.07190430412427398,0.07873201852918382,0.778,0.7785,0.19965331476881096,0.5055,1.0014227143291252,2.4093438355521357e-10
117,2000,2000,0,0.857125413521639,0.8556698153726108,0.9411226615983628,0.007819469377353602,0.8382839437222328,0.05419586740381493,0.05313172934397771,0.07467868821813715,0.054743653047393856,0.9425,0.942,0.20828187454152924,0.5185,0.9104667706898049,2.2824231393769878e-10
118,2000,2000,0,0.9175404499959572,0.9188650533424663,0.9154394546691107,-0.08727600798086896,-8.245955000404281,0.05188603169924561,0.05270206744102567,0.07429244733312804,0.10152790638257579,0.6335,0.633,0.20645428009599784,0.8085,1.0008697903404489,2.289954892376045e-10
119,2000,2000,0,0.8301788324454809,0.8289818706280297,0.9167669116557395,-0.022453174709516705,-2.331902065237544,0.05556613241451084,0.054979072865691564,0.07718467775749473,0.05991824704134192,0.93,0.9295,0.21544248270729288,0.7895,0.907207200647558,2.1969626118334415e-10
202,2000,2000,0,1.0005481610989813,1.0004117904378353,1.0005256699426242,0.0004069428185638572,0.05481610989812591,0.024011662165723056,0.024149420917423097,0.03415475489914735,0.024009107489834276,0.957,0.954,0.09467069855537748,0.024,0.9989935450922895,9.988365690105636e-10
203,2000,2000,0,0.8487539065039913,0.8487053853996704,1.000336745158696,-0.001218685694221854,-0.14659923482455087,0.0252014550240645,0.025177056181659333,0.03546070961545491,0.025224610472385535,0.948,0.9465,0.09868235858911525,0.0195,0.8481649020743589,9.90397097666573e-10
204,2000,2000,0,0.8999406853575028,0.9031069514305652,0.8985832711182862,-0.10553972160039425,-10.005931464249718,0.02664016211107316,0.025985015074226764,0.03666773573005232,0.10884840937594968,0.0235,0.0265,0.10185816839890294,0.993,1.0009680635720855,9.191296612698351e-10
205,2000,2000,0,0.7647122855385348,0.7679538570914417,0.9009220813843895,-0.10543436498648515,-10.03384876017238,0.026858885952802527,0.027156698492921516,0.03816433024247523,0.10880002010501516,0.028,0.0315,0.1064350052191881,0.994,0.8490516941898456,8.799219131105929e-10
206,2000,2000,0,0.8551749619476087,0.8597028480241306,0.8552301076240609,-0.15630508525146397,-14.482503805239133,0.026826195524136783,0.02690782915328317,0.03792717231313124,0.1585892954123433,0.0,0.0,0.1054889364777086,1.0,1.0010774999906795,8.842206966619414e-10
207,2000,2000,0,0.7293318310254391,0.733080027797832,0.8576432321979868,-0.1533458738855431,-14.196255173477752,0.027174473953839963,0.028134437727465246,0.03949425389816684,0.15573387507659175,0.0,0.0,0.11028844406112595,1.0,0.850267237834133,8.106155746645526e-10
208,2000,2000,0,1.000397738011868,1.000355078784062,0.99952362205412,0.00016418924887697596,0.03977380118680429,0.02319100725732545,0.02392875151725186,0.03384275347156006,0.023185790137710723,0.9605,0.962,0.09380798490015252,0.024,1.0001058492901704,1.0113412329815221e-09
209,2000,2000,0,0.8811751008344404,0.87930150956137,0.9993390939995036,0.035068996504825097,3.6676589216988726,0.024331928951920507,0.024837581313069984,0.03503155741451187,0.042679986656435145,0.713,0.7355,0.09736136707937079,0.028,0.8814798157973418,9.905853914915495e-10
210,2000,2000,0,0.9206960211384358,0.9224083454885013,0.919788658505178,-0.08283886560160837,-7.930397886156415,0.025507760009514067,0.02569968573267042,0.036292513100780244,0.08667524532387517,0.1085,0.1125,0.10072671802112679,0.956,1.0000828981713688,9.309282233971316e-10
211,2000,2000,0,0.8123052094646133,0.812675781949123,0.9205994309273818,-0.04548763614985576,-4.434681239457261,0.026646195602705605,0.026704621817707917,0.037608749278923624,0.05271422742229334,0.6015,0.6045,0.10465003301384282,0.9475,0.881080844383108,9.225864516793079e-10
212,2000,2000,0,0.8847087707171493,0.8870641244574577,0.8848259440770393,-0.12272663083140292,-11.529122928285073,0.025825381413286438,0.02657594628490752,0.03750098039507792,0.12541308849241617,0.0045,0.005,0.10418273750696982,0.9995,1.0005519493421202,9.121450261773133e-10
213,2000,2000,0,0.7809601928626786,0.7820596773180323,0.8871040508502144,-0.08399155310864256,-8.122330251449576,0.026969119096592886,0.027619162860573768,0.03886572856773586,0.0882130983003982,0.1435,0.147,0.10824276662442589,0.9975,0.8806362213334198,8.84512019183603e-10
214,2000,2000,0,0.9990909868675906,0.9989086230595775,1.0007607902179951,-0.0006630746219513233,-0.09090131324094308,0.024406316015617796,0.02406060591563255,0.03402783624220162,0.024409221521338006,0.9425,0.941,0.09431459242247885,0.026,0.9980271019005302,9.44945455216839e-10
215,2000,2000,0,0.907868535169327,0.9059329073665392,1.0002621632061826,0.06537085732335372,6.808062961097295,0.02439779356923395,0.02501481106498924,0.03524803952890558,0.06977323048327129,0.2545,0.269,0.09806735978127462,0.031,0.9080307279398709,9.21964726785518e-10
216,2000,2000,0,0.9388052138415002,0.939632270321014,0.9392252420539866,-0.06368187404842329,-6.1194786158499825,0.02571352747203145,0.025868955620040688,0.03651084614065257,0.06867485700477749,0.3145,0.319,0.10141058764353922,0.7645,0.9990955714870435,8.597176304192543e-10
217,2000,2000,0,0.8527832364240008,0.8510882595097456,0.9393365064324252,0.0029125438599009864,0.3274395792942119,0.026278816429034565,0.02691129588774052,0.03783934650164622,0.026433195352629776,0.95,0.9515,0.1054675945340351,0.7685,0.9071051640241281,8.019789277113887e-10
218,2000,2000,0,0.9111513383297989,0.9120735139791041,0.9121630886456186,-0.09351975238040687,-8.88486616702011,0.027061914561181497,0.02675804438892444,0.037724714778602196,0.09735463590091355,0.063,0.068,0.10489514642939374,0.9795,0.9992077788264893,8.126974648803297e-10
219,2000,2000,0,0.8306026827912028,0.8290825807074605,0.9125072166748496,-0.024027358149916685,-2.282037318682027,0.028570529412526326,0.027817789331858044,0.03907581083425012,0.037325339288490654,0.8515,0.842,0.10903077724770971,0.9695,0.9081844562592707,7.725100559241581e-10
