scenario_id,successful,failed,median_hr_o,two_sided_detection,protective_direction_signal,harmful_direction_signal
901,2000,0,0.9185079726974876,1.0,1.0,0.0
902,2000,0,1.1763652887150116,1.0,0.0,1.0
903,2000,0,1.246232113807899,1.0,0.0,1.0
904,2000,0,0.7418957317565973,1.0,1.0,0.0
905,2000,0,0.6801535555124418,1.0,1.0,0.0
906,2000,0,0.9802448407274,0.0965,0.093,0.0035
907,2000,0,0.9998668463053191,0.0495,0.023,0.0265
