scenario_id,family,anchor,se,sp,uhr,eff,n,eta_c0,eta_o0,planned_reps,master_seed,scenario_seed,median_HR_c,median_HR_naive,median_HR_o,bias_logHR_c,median_HR_percent_error_c,empirical_SE,avg_robust_SE,avg_model_SE,rmse_c,coverage_c,coverage_naive,median_interval_width_log,directional_signal_rate,median_cross_ratio,mcse_bias,mcse_coverage,mcse_signal,successful,failed,failure_rate,convergence_warnings,max_abs_score_residual_sum,computational_time_s,cache_status
107,low_crc,low_crc,1.0,1.0,0.33,0.85,50000,4.2074,3.1726,2000,20260817,646947979,0.7334816237009836,0.737335433771457,0.8626384604697825,-0.1475688763469705,-13.708044270472518,0.05371380086070209,0.05564456449932943,0.07808848805618653,0.15703599295387405,0.229,0.246,0.21805081504201668,0.998,0.8500028028480555,0.001201077100544166,0.009395717109406818,0.0009989994994993746,2000,0,0.0,0,2.2886581518832827e-10,114.55515193939209,newly computed
108,low_crc,low_crc,0.9,0.9,1.0,1.0,50000,4.2074,3.1726,2000,20260817,893802542,0.9997076338953752,1.0003676934745207,1.0003307932250924,-0.0002865289640566074,-0.029236610462479717,0.04758808611977124,0.046730120941736175,0.06609169754448277,0.04757705041739911,0.9495,0.946,0.18312175695856242,0.026,0.9998471127621069,0.001064101954829227,0.0048964145045124596,0.003558370413546066,2000,0,0.0,0,2.985158786827924e-10,113.66233205795288,newly computed
109,low_crc,low_crc,0.9,0.9,1.0,0.85,50000,4.2074,3.1726,2000,20260817,362952551,0.8805685780505147,0.8792966382679075,0.9996637296941592,0.03591995824846921,3.596303300060555,0.04976650214190054,0.048662320230051646,0.06861914356394985,0.06136537935712483,0.8785,0.8825,0.19072120843121448,0.027,0.8819116995631856,0.0011128128179167848,0.007305400399704318,0.0036242930345103167,2000,0,0.0,0,2.9053115468968826e-10,118.8868842124939,newly computed
110,low_crc,low_crc,0.9,0.9,0.5,1.0,50000,4.2074,3.1726,2000,20260817,1431445839,0.9233867397696159,0.9252743261616694,0.923943508118579,-0.08020271024771591,-7.661326023038406,0.04867924836444664,0.050627783034555764,0.07148150119077683,0.09381342717221182,0.658,0.6575,0.19841417999904742,0.7535,0.9982319453643023,0.0010885010843649813,0.010607450211997226,0.009636849848368502,2000,0,0.0,0,2.6406699049630333e-10,124.45412111282349,newly computed
111,low_crc,low_crc,0.9,0.9,0.5,0.85,50000,4.2074,3.1726,2000,20260817,4181054558,0.8130017932075909,0.8125655754606618,0.9237578256404324,-0.04619256427507751,-4.352730210871655,0.05198933964334196,0.05278207602123471,0.07430132618658324,0.0695362710039851,0.863,0.8595,0.20686031727205914,0.752,0.8796107815052423,0.001162516975478373,0.007688660481514319,0.009656500401284102,2000,0,0.0,0,2.5288215965701966e-10,144.90640711784363,newly computed
112,low_crc,low_crc,0.9,0.9,0.33,1.0,50000,4.2074,3.1726,2000,20260817,656974555,0.8915284415565188,0.8936079136702704,0.8918605502502327,-0.11620588643270509,-10.847155844348123,0.0545284419422461,0.052336641112027474,0.07384409320575462,0.12835759559437582,0.3965,0.4045,0.20520997922348197,0.953,0.9982482578252958,0.0012192930289001292,0.01093818426431005,0.004732388403332932,2000,0,0.0,0,2.5088198185585497e-10,143.9602987766266,newly computed
113,low_crc,low_crc,0.9,0.9,0.33,0.85,50000,4.2074,3.1726,2000,20260817,2811051671,0.7844444960564084,0.7851124047813658,0.8900520049828355,-0.08072702990956304,-7.71241222865783,0.05437438596656147,0.05460246654678124,0.07680095762701487,0.09732393806425768,0.7,0.694,0.2138940748326379,0.9595,0.8813748552709986,0.0012158482325604204,0.010246950765959599,0.004407933189148855,2000,0,0.0,0,2.4639934537162844e-10,139.98943614959717,newly computed
114,low_crc,low_crc,0.75,0.85,1.0,1.0,50000,4.2074,3.1726,2000,20260817,2910272290,1.0007894525838568,1.0009468375796016,1.001993240076776,0.0005485447415022419,0.07894525838567645,0.04654623343976591,0.04698754548751326,0.06645167164565555,0.04653782840699486,0.9525,0.953,0.18419649402687896,0.025,0.9997229141790602,0.0010408054206789044,0.00475624589355933,0.0034910600109422352,2000,0,0.0,0,2.8184121703134224e-10,138.70097732543945,newly computed
115,low_crc,low_crc,0.75,0.85,1.0,0.85,50000,4.2074,3.1726,2000,20260817,1899656472,0.9088954898965858,0.907277968278362,1.0000366789880175,0.06696685213226923,6.928881164304208,0.04823109514593658,0.04901654712239048,0.06904653802721553,0.08252051080920496,0.7345,0.747,0.1920977327761194,0.0305,0.9089497821596764,0.0010784800737557432,0.009874455681200862,0.0038451105315712316,2000,0,0.0,0,2.623732342499352e-10,138.8444595336914,newly computed
116,low_crc,low_crc,0.75,0.85,0.5,1.0,50000,4.2074,3.1726,2000,20260817,1284729337,0.9417452328692062,0.9424867426843926,0.9417497847641149,-0.060044135054760375,-5.8254767130793805,0.05093849185224801,0.05095580702818138,0.07190430412427401,0.07873201852918385,0.778,0.7785,0.19965331476881099,0.5055,1.0014227143291252,0.0011390193045294572,0.009292900515985306,0.011179663456473097,2000,0,0.0,0,2.4093438355521357e-10,143.99661540985107,newly computed
117,low_crc,low_crc,0.75,0.85,0.5,0.85,50000,4.2074,3.1726,2000,20260817,4038332883,0.857125413521639,0.8556698153726108,0.9411226615983628,0.007819469377353566,0.8382839437222328,0.05419586740381492,0.053131729343977765,0.0746786882181372,0.05474365304739384,0.9425,0.942,0.20828187454152947,0.5185,0.9104667706898049,0.001211856436144952,0.005205465877325487,0.01117268432383194,2000,0,0.0,0,2.2824231393769878e-10,142.06789684295654,newly computed
118,low_crc,low_crc,0.75,0.85,0.33,1.0,50000,4.2074,3.1726,2000,20260817,3840724176,0.9175404499959572,0.9188650533424663,0.9154394546691107,-0.08727600798086899,-8.245955000404281,0.05188603169924562,0.05270206744102572,0.07429244733312808,0.10152790638257583,0.6335,0.633,0.20645428009599798,0.8085,1.0008697903404489,0.0011602069396222212,0.010774454742584426,0.00879851549978745,2000,0,0.0,0,2.289954892376045e-10,139.27171730995178,newly computed
119,low_crc,low_crc,0.75,0.85,0.33,0.85,50000,4.2074,3.1726,2000,20260817,568380708,0.8301788324454809,0.8289818706280297,0.9167669116557395,-0.02245317470951674,-2.331902065237544,0.05556613241451083,0.05497907286569162,0.07718467775749477,0.05991824704134193,0.93,0.9295,0.21544248270729294,0.7895,0.9072072006475581,0.0012424964932560073,0.005705260730238364,0.009115639034099584,2000,0,0.0,0,2.1969626118334418e-10,134.24258661270142,newly computed
202,low_bladder,low_bladder,1.0,1.0,1.0,1.0,50000,2.6917,2.4908,2000,20260817,3720922161,1.0005481610989815,1.0004117904378353,1.0005256699426242,0.0004069428185638585,0.05481610989814811,0.024011662165723095,0.024149420917423142,0.03415475489914739,0.024009107489834314,0.957,0.954,0.09467069855537771,0.024,0.9989935450922895,0.0005369170885531666,0.004536022486716751,0.00342227994179319,2000,0,0.0,0,9.988365690105638e-10,130.88485765457153,newly computed
203,low_bladder,low_bladder,1.0,1.0,1.0,0.85,50000,2.6917,2.4908,2000,20260817,3349977807,0.8487539065039913,0.8487053853996704,1.000336745158696,-0.0012186856942218917,-0.14659923482455087,0.0252014550240645,0.02517705618165938,0.03546070961545496,0.025224610472385535,0.948,0.9465,0.09868235858911546,0.0195,0.8481649020743589,0.0005635216656571182,0.0049646752159632785,0.0030919047527373806,2000,0,0.0,0,9.903970976665732e-10,138.76753520965576,newly computed
204,low_bladder,low_bladder,1.0,1.0,0.5,1.0,50000,2.6917,2.4908,2000,20260817,3714012747,0.8999406853575028,0.9031069514305652,0.8985832711182862,-0.10553972160039429,-10.005931464249718,0.02664016211107316,0.025985015074226812,0.03666773573005236,0.10884840937594972,0.0235,0.0265,0.10185816839890323,0.993,1.0009680635720852,0.0005956921341197388,0.0033873108803297047,0.0018642692938521525,2000,0,0.0,0,9.191296612698352e-10,146.99811935424805,newly computed
