scenario_id,family,anchor,se,sp,uhr,eff,n,eta_c0,eta_o0,planned_reps,master_seed,scenario_seed,median_HR_c,median_HR_naive,median_HR_o,bias_logHR_c,median_HR_percent_error_c,empirical_SE,avg_robust_SE,avg_model_SE,rmse_c,coverage_c,coverage_naive,median_interval_width_log,directional_signal_rate,median_cross_ratio,mcse_bias,mcse_coverage,mcse_signal,successful,failed,failure_rate,convergence_warnings,max_abs_score_residual_sum,computational_time_s,cache_status
205,low_bladder,low_bladder,1.0,1.0,0.5,0.85,50000,2.6917,2.4908,2000,20260817,4176465823,0.7647122855385348,0.7679538570914417,0.9009220813843895,-0.10543436498648517,-10.03384876017238,0.02685888595280252,0.027156698492921565,0.03816433024247527,0.10880002010501519,0.028,0.0315,0.10643500521918832,0.994,0.8490516941898456,0.0006005829479038064,0.0036889022757454555,0.0017268468374467964,2000,0,0.0,0,8.799219131105929e-10,144.10661101341248,newly computed
206,low_bladder,low_bladder,1.0,1.0,0.33,1.0,50000,2.6917,2.4908,2000,20260817,2485604009,0.8551749619476087,0.8597028480241306,0.8552301076240609,-0.15630508525146403,-14.482503805239133,0.02682619552413678,0.026907829153283217,0.03792717231313128,0.15858929541234335,0.0,0.0,0.1054889364777088,1.0,1.0010774999906793,0.0005998519676967043,0.0,0.0,2000,0,0.0,0,8.842206966619415e-10,135.1405065059662,newly computed
207,low_bladder,low_bladder,1.0,1.0,0.33,0.85,50000,2.6917,2.4908,2000,20260817,2162306441,0.7293318310254391,0.733080027797832,0.8576432321979868,-0.15334587388554313,-14.196255173477752,0.027174473953839966,0.028134437727465295,0.03949425389816689,0.15573387507659178,0.0,0.0,0.11028844406112606,1.0,0.850267237834133,0.0006076397101358364,0.0,0.0,2000,0,0.0,0,8.106155746645527e-10,141.28109312057495,newly computed
208,low_bladder,low_bladder,0.9,0.9,1.0,1.0,50000,2.6917,2.4908,2000,20260817,3675167189,1.0003977380118683,1.000355078784062,0.9995236220541199,0.000164189248876977,0.039773801186826496,0.023191007257325487,0.02392875151725191,0.0338427534715601,0.023185790137710764,0.9605,0.962,0.0938079849001528,0.024,1.0001058492901704,0.0005185666869407075,0.004355441998236229,0.00342227994179319,2000,0,0.0,0,1.011341232981522e-09,135.2235987186432,newly computed
209,low_bladder,low_bladder,0.9,0.9,1.0,0.85,50000,2.6917,2.4908,2000,20260817,3035760677,0.8811751008344404,0.87930150956137,0.9993390939995037,0.03506899650482506,3.6676589216988726,0.024331928951920507,0.02483758131307003,0.03503155741451191,0.04267998665643511,0.713,0.7355,0.09736136707937085,0.028,0.8814798157973418,0.0005440784716018946,0.010115112456122274,0.0036889022757454555,2000,0,0.0,0,9.905853914915497e-10,140.56350326538086,newly computed
210,low_bladder,low_bladder,0.9,0.9,0.5,1.0,50000,2.6917,2.4908,2000,20260817,3872802752,0.9206960211384358,0.9224083454885011,0.919788658505178,-0.0828388656016084,-7.930397886156415,0.02550776000951406,0.02569968573267047,0.036292513100780285,0.08667524532387522,0.1085,0.1125,0.10072671802112687,0.956,1.0000828981713688,0.0005703708533502412,0.006954414065900879,0.004586065852122058,2000,0,0.0,0,9.309282233971317e-10,142.37148880958557,newly computed
211,low_bladder,low_bladder,0.9,0.9,0.5,0.85,50000,2.6917,2.4908,2000,20260817,236242957,0.8123052094646133,0.812675781949123,0.9205994309273817,-0.0454876361498558,-4.434681239457261,0.026646195602705605,0.026704621817707965,0.037608749278923666,0.052714227422293376,0.6015,0.6045,0.10465003301384296,0.9475,0.881080844383108,0.0005958270470940571,0.010947551096021428,0.004987171041783106,2000,0,0.0,0,9.225864516793081e-10,144.63477897644043,newly computed
212,low_bladder,low_bladder,0.9,0.9,0.33,1.0,50000,2.6917,2.4908,2000,20260817,927949605,0.8847087707171493,0.8870641244574577,0.8848259440770393,-0.12272663083140296,-11.529122928285073,0.025825381413286434,0.026575946284907566,0.03750098039507796,0.1254130884924162,0.0045,0.005,0.10418273750697005,0.9995,1.0005519493421202,0.0005774730838496806,0.0014966211945579282,0.000499874984371065,2000,0,0.0,0,9.121450261773134e-10,132.16016626358032,newly computed
213,low_bladder,low_bladder,0.9,0.9,0.33,0.85,50000,2.6917,2.4908,2000,20260817,292075571,0.7809601928626786,0.7820596773180323,0.8871040508502144,-0.0839915531086426,-8.122330251449576,0.026969119096592883,0.027619162860573816,0.0388657285677359,0.08821309830039822,0.1435,0.147,0.10824276662442599,0.9975,0.8806362213334198,0.0006030478359326939,0.007839252196478947,0.001116635571706353,2000,0,0.0,0,8.845120191836031e-10,140.5463593006134,newly computed
214,low_bladder,low_bladder,0.75,0.85,1.0,1.0,50000,2.6917,2.4908,2000,20260817,2112728210,0.9990909868675906,0.9989086230595774,1.0007607902179951,-0.0006630746219513245,-0.09090131324094308,0.024406316015617834,0.0240606059156326,0.034027836242201674,0.024409221521338044,0.9425,0.941,0.09431459242247914,0.026,0.9980271019005302,0.0005457418169126329,0.005205465877325487,0.003558370413546066,2000,0,0.0,0,9.44945455216839e-10,132.86648774147034,newly computed
215,low_bladder,low_bladder,0.75,0.85,1.0,0.85,50000,2.6917,2.4908,2000,20260817,3698441187,0.9078685351693271,0.9059329073665392,1.0002621632061823,0.06537085732335368,6.808062961097307,0.02439779356923395,0.025014811064989293,0.03524803952890563,0.06977323048327126,0.2545,0.269,0.09806735978127493,0.031,0.9080307279398708,0.0005455512492181433,0.009739860111931793,0.003875499967746097,2000,0,0.0,0,9.21964726785518e-10,134.16605019569397,newly computed
216,low_bladder,low_bladder,0.75,0.85,0.5,1.0,50000,2.6917,2.4908,2000,20260817,3727077063,0.9388052138415002,0.9396322703210142,0.9392252420539866,-0.06368187404842332,-6.1194786158499825,0.025713527472031445,0.025868955620040737,0.036510846140652614,0.06867485700477753,0.3145,0.319,0.10141058764353936,0.7645,0.9990955714870435,0.0005749719536877064,0.010382431073693675,0.009487880427155478,2000,0,0.0,0,8.597176304192544e-10,139.5300531387329,newly computed
217,low_bladder,low_bladder,0.75,0.85,0.5,0.85,50000,2.6917,2.4908,2000,20260817,3548325325,0.8527832364240008,0.8510882595097456,0.9393365064324253,0.0029125438599009496,0.3274395792942119,0.02627881642903456,0.026911295887740563,0.03783934650164627,0.026433195352629772,0.95,0.9515,0.10546759453403526,0.7685,0.9071051640241281,0.0005876121990355956,0.004873397172404485,0.009431536195127495,2000,0,0.0,0,8.019789277113887e-10,129.2269103527069,newly computed
218,low_bladder,low_bladder,0.75,0.85,0.33,1.0,50000,2.6917,2.4908,2000,20260817,1422390879,0.9111513383297989,0.912073513979104,0.9121630886456186,-0.09351975238040691,-8.88486616702011,0.027061914561181497,0.026758044388924488,0.037724714778602245,0.09735463590091359,0.063,0.068,0.10489514642939402,0.9795,0.9992077788264893,0.0006051228056009321,0.005432816948876522,0.0031685761786644775,2000,0,0.0,0,8.126974648803298e-10,129.18038988113403,newly computed
219,low_bladder,low_bladder,0.75,0.85,0.33,0.85,50000,2.6917,2.4908,2000,20260817,1333923205,0.8306026827912028,0.8290825807074605,0.9125072166748496,-0.02402735814991673,-2.282037318682027,0.028570529412526326,0.027817789331858096,0.039075810834250164,0.037325339288490675,0.8515,0.842,0.10903077724770996,0.9695,0.9081844562592707,0.0006388564591956599,0.007951344225978397,0.0038451105315712303,2000,0,0.0,0,7.725100559241582e-10,132.52785468101501,newly computed
