scenario_id,name,description,m1,m2,n,eta_c0,eta_o0,uhr,se,sp,eff,successful,failed,median_hr_o,median_n_cancer,median_n_other,median_n_censored,median_ess,two_sided_detection,protective_direction_signal,harmful_direction_signal,mcse_two_sided,mcse_protective,mcse_harmful,computational_time_s
901,no_direct_effect_under_confounding,no direct effect; shared confounding present,1.0,1.0,50000,-0.8,-0.5,0.5,0.9,0.9,0.85,2000,0,0.9185079726974876,25222.0,20066.5,4713.0,48434.75026735055,1.0,1.0,0.0,0.0,0.0,0.0,85.7086546421051
902,harmful_early,harmful multiplier 1.5 during 0-0.5 years,1.5,1.0,50000,-0.8,-0.5,0.5,0.9,0.9,0.85,2000,0,1.1763652887150116,23783.0,21778.0,4441.0,48436.470703144536,1.0,0.0,1.0,0.0,0.0,0.0,90.00414562225342
903,harmful_sustained,harmful multiplier 1.5 throughout,1.5,1.5,50000,-0.8,-0.5,0.5,0.9,0.9,0.85,2000,0,1.246232113807899,23397.0,22247.0,4356.0,48430.75064965217,1.0,0.0,1.0,0.0,0.0,0.0,87.77344584465027
904,protective_early,protective multiplier 0.67 during 0-0.5 years,0.67,1.0,50000,-0.8,-0.5,0.5,0.9,0.9,0.85,2000,0,0.7418957317565973,26380.0,18697.0,4922.0,48436.172004295775,1.0,1.0,0.0,0.0,0.0,0.0,87.40803837776184
905,protective_sustained,protective multiplier 0.67 throughout,0.67,0.67,50000,-0.8,-0.5,0.5,0.9,0.9,0.85,2000,0,0.6801535555124418,26927.0,18033.0,5038.5,48432.98834208094,1.0,1.0,0.0,0.0,0.0,0.0,85.14888739585876
906,harmful_early_low_event,harmful early multiplier in CRC-anchored low-event regime,1.5,1.0,50000,4.2074,3.1726,0.5,0.9,0.9,0.85,2000,0,0.9802448407274,1522.0,4718.0,43760.0,48434.57479120897,0.0965,0.093,0.0035,0.006602565789145913,0.0064942667022536114,0.0013205585939290994,69.89626717567444
907,null_no_confounding,no direct effect and no shared confounding,1.0,1.0,50000,-0.8,-0.5,1.0,0.9,0.9,0.85,2000,0,0.9998668463053191,25707.5,20451.0,3841.0,48434.95871744418,0.0495,0.023,0.0265,0.004850244839180801,0.003351939736928455,0.0035915003828483716,51.50774931907654
