scenario_id,family_strict,anchor_strict,se_strict,sp_strict,uhr_strict,eff_strict,n_strict,eta_c0_strict,eta_o0_strict,planned_reps_strict,master_seed_strict,scenario_seed_strict,median_HR_c_strict,median_HR_naive_strict,median_HR_o_strict,bias_logHR_c_strict,median_HR_percent_error_c_strict,empirical_SE_strict,avg_robust_SE,avg_model_SE_strict,rmse_c_strict,coverage_c_strict,coverage_naive_strict,median_interval_width_log_strict,directional_signal_rate_strict,median_cross_ratio_strict,mcse_bias_strict,mcse_coverage_strict,mcse_signal_strict,successful_strict,failed_strict,failure_rate_strict,convergence_warnings_strict,max_abs_score_residual_sum,computational_time_s,cache_status,family_v2,module,anchor_v2,se_v2,sp_v2,uhr_v2,eff_v2,n_v2,eta_c0_v2,eta_o0_v2,estimand,method,planned_reps_v2,master_seed_v2,scenario_seed_v2,median_HR_c_v2,median_HR_naive_v2,median_HR_o_v2,bias_logHR_c_v2,median_HR_percent_error_c_v2,empirical_SE_v2,avg_model_SE_v2,rmse_c_v2,coverage_c_v2,coverage_naive_v2,median_interval_width_log_v2,directional_signal_rate_v2,median_cross_ratio_v2,mcse_bias_v2,mcse_coverage_v2,mcse_signal_v2,successful_v2,failed_v2,failure_rate_v2,convergence_warnings_v2,delta_median_HR_c,delta_bias_logHR_c,delta_coverage_c,delta_directional_signal_rate,delta_avg_model_SE
21,main_hi,,0.9,0.9,0.33,1.0,5000,-0.8,-0.5,5000,20260817,666658930,0.873898633587542,0.8764595692821271,0.8735410177286635,-0.13496897922910417,-12.610136641245795,0.040109707610392974,0.04024373360882265,0.05689642602830454,0.14080160596033217,0.0828,0.091,0.15774106520863584,0.825,0.9992401527409058,0.0005672369248543709,0.0038972852089627723,0.00537354631505117,5000,0,0.0,0,3.62003760301377e-11,0.0,reused complete strict rerun,main_hi,primary,,0.9,0.9,0.33,1.0,5000,-0.8,-0.5,logHR_cancer_overlap,overlap_weighted_cox,5000,20260817,666658930,0.8738986335875416,0.8764595692821384,0.873541017728662,-0.1349689792291041,-12.61013664124584,0.0401097076103929,0.0402333812235883,0.1408016059603321,0.0832,0.091,0.1576992387871308,0.8246,0.999240152740903,0.0005672369248543,0.0039058356340225,0.0053783796816513,5000,0,0.0,0,4.440892098500626e-16,-5.551115123125783e-17,-0.0003999999999999976,0.00039999999999995595,0.01666304480471624
22,main_hi,,0.9,0.9,0.33,1.0,50000,-0.8,-0.5,5000,20260817,2744545753,0.8740191850806425,0.8765965150535167,0.8737258248679884,-0.13470016328421733,-12.598081491935753,0.012820629843788029,0.01272124232839334,0.01797391787267546,0.1353087937448129,0.0,0.0,0.04986768375379767,1.0,1.0001873440468882,0.00018131108603250284,0.0,0.0,5000,0,0.0,0,3.3469973459432367e-09,411.24054884910583,newly computed,main_hi,primary,,0.9,0.9,0.33,1.0,50000,-0.8,-0.5,logHR_cancer_overlap,overlap_weighted_cox,5000,20260817,2744545753,0.8740191850806462,0.876596515053257,0.873725824867984,-0.1347001632842172,-12.598081491935377,0.012820629843788,0.0127115847144452,0.1353087937448128,0.0,0.0,0.0498296512108934,1.0,1.000187344046868,0.0001813110860325,0.0,0.0,5000,0,0.0,0,-3.774758283725532e-15,-1.3877787807814457e-16,0.0,0.0,0.005262333158230258
23,main_hi,,0.9,0.9,0.33,0.85,5000,-0.8,-0.5,5000,20260817,1390767563,0.7782142346916558,0.7797652562059878,0.8856194274155234,-0.08802365253138815,-8.445384153922838,0.04071690359993082,0.0411804513729635,0.05811455995096665,0.09698297825126254,0.4292,0.4336,0.16140882253072375,0.757,0.8791801613947855,0.0005758239728886006,0.006999819426242366,0.0060654925603779285,5000,0,0.0,0,3.290878680672904e-11,0.0,reused complete strict rerun,main_hi,primary,,0.9,0.9,0.33,0.85,5000,-0.8,-0.5,logHR_cancer_overlap,overlap_weighted_cox,5000,20260817,1390767563,0.7782142346916578,0.7797652562059683,0.8856194274155231,-0.0880236525313881,-8.445384153922605,0.0407169035999307,0.0411429438688471,0.0969829782512625,0.4284,0.433,0.161249624663653,0.758,0.8791801613947889,0.0005758239728885,0.0069981917664493,0.0060569959550919,5000,0,0.0,0,-1.9984014443252818e-15,-5.551115123125783e-17,0.0008000000000000229,-0.0010000000000000009,0.01697161608211955
24,main_hi,,0.9,0.9,0.33,0.85,50000,-0.8,-0.5,5000,20260817,1851916202,0.7789046389065193,0.7801519912272095,0.8845173867392686,-0.08734936934263936,-8.364160128644787,0.012874122360220668,0.013017304235676567,0.018360301309801784,0.08829282078684227,0.0,0.0,0.05103012340970228,1.0,0.8807670365475653,0.00018206758445474787,0.0,0.0,5000,0,0.0,0,3.3264484500250546e-09,417.1547644138336,newly computed,main_hi,primary,,0.9,0.9,0.33,0.85,50000,-0.8,-0.5,logHR_cancer_overlap,overlap_weighted_cox,5000,20260817,1851916202,0.7789046389065166,0.7801519912272095,0.8845173867392663,-0.0873493693426394,-8.3641601286451,0.0128741223602207,0.013000203836517,0.0882928207868423,0.0,0.0,0.0509604581297181,1.0,0.8807670365475649,0.0001820675844547,0.0,0.0,5000,0,0.0,0,2.6645352591003757e-15,4.163336342344337e-17,0.0,0.0,0.005360097473284784
25,main_hi,,0.75,0.85,1.0,1.0,5000,-0.8,-0.5,5000,20260817,2088437592,0.9990894670433459,0.9988964646600165,0.9994127978736032,-0.0006287589144117442,-0.09105329566541087,0.040159112625105645,0.039647067687831904,0.05611010150154143,0.04016001884639753,0.948,0.947,0.15539809596189208,0.0256,1.0000382716921026,0.0005679356172729299,0.00313993630508646,0.002233590830926739,5000,0,0.0,0,3.495426170729843e-11,22.397810459136963,newly computed,main_hi,primary,,0.75,0.85,1.0,1.0,5000,-0.8,-0.5,logHR_cancer_overlap,overlap_weighted_cox,5000,20260817,2088437592,0.9990894670433418,0.998896464660014,0.9994127978735984,-0.0006287589144117,-0.0910532956658216,0.0401591126251055,0.0396672823655476,0.0401600188463974,0.9486,0.9474,0.1554690002470848,0.0256,1.0000382716921017,0.0005679356172729,0.003122756474655,0.0022335908309267,5000,0,0.0,0,4.107825191113079e-15,-4.423544863740858e-17,-0.0006000000000000449,0.0,0.01644281913599383
26,main_hi,,0.75,0.85,1.0,1.0,50000,-0.8,-0.5,5000,20260817,770843387,0.9997592237719997,0.999860668157937,0.999627429127937,-0.0001662423972549073,-0.024077622800033893,0.01255581306253719,0.012534119415198431,0.01772796342695253,0.012555658027665947,0.9468,0.9468,0.04913532471789337,0.028,1.0001457123672295,0.00017756601119661358,0.003173948959892078,0.0023330666514268295,5000,0,0.0,0,3.034333673213041e-09,322.8489933013916,newly computed,main_hi,primary,,0.75,0.85,1.0,1.0,50000,-0.8,-0.5,logHR_cancer_overlap,overlap_weighted_cox,5000,20260817,770843387,0.9997592237719962,0.99986066815804,0.999627429127926,-0.0001662423972546,-0.024077622800378,0.0125558130625369,0.0125351510827084,0.0125556580276657,0.9468,0.9468,0.0491384759163857,0.028,1.000145712367226,0.0001775660111966,0.003173948959892,0.0023330666514268,5000,0,0.0,0,3.4416913763379853e-15,-3.0731710579101623e-16,0.0,0.0,0.005192812344244131
27,main_hi,,0.75,0.85,1.0,0.85,5000,-0.8,-0.5,5000,20260817,730609205,0.9069250900654211,0.9048599859925344,1.0002514382968442,0.06523970189457982,6.697069419461308,0.041111676438274104,0.04051059957652561,0.057213901426701144,0.07711063875284052,0.6436,0.6554,0.15876524711379375,0.024,0.9071804488295825,0.0005814069039090166,0.006773168239457809,0.002164439881354989,5000,0,0.0,0,3.1590730031894054e-11,18.80655574798584,newly computed,main_hi,primary,,0.75,0.85,1.0,0.85,5000,-0.8,-0.5,logHR_cancer_overlap,overlap_weighted_cox,5000,20260817,730609205,0.906925090065421,0.904859985992545,1.0002514382968446,0.0652397018945798,6.697069419461296,0.041111676438274,0.040530509709687,0.0771106387528405,0.6434,0.6562,0.1588448074373905,0.024,0.9071804488295852,0.000581406903909,0.006774015648048,0.0021644398813549,5000,0,0.0,0,1.1102230246251565e-16,2.7755575615628914e-17,0.00019999999999997797,0.0,0.01668339171701414
28,main_hi,,0.75,0.85,1.0,0.85,50000,-0.8,-0.5,5000,20260817,3314776866,0.9076564186000597,0.9058052126260778,1.0005377873950947,0.06576269624221454,6.783108070595266,0.012654335992882569,0.012807305694963739,0.018077140115915647,0.06696889136026263,0.0004,0.001,0.050201497558451366,0.0232,0.906984275053267,0.00017895933583960533,0.00028278613827413816,0.0021289321266775977,5000,0,0.0,0,3.0415776564041153e-09,351.7871537208557,newly computed,main_hi,primary,,0.75,0.85,1.0,0.85,50000,-0.8,-0.5,logHR_cancer_overlap,overlap_weighted_cox,5000,20260817,3314776866,0.9076564186000596,0.9058052126260858,1.000537787395093,0.0657626962422146,6.783108070595254,0.0126543359928825,0.0128079643101436,0.0669688913602626,0.0004,0.001,0.0502065324266762,0.0232,0.9069842750532672,0.0001789593358396,0.0002827861382741,0.0021289321266775,5000,0,0.0,0,1.1102230246251565e-16,-6.938893903907228e-17,0.0,0.0,0.005269175805772047
29,main_hi,,0.75,0.85,0.5,1.0,5000,-0.8,-0.5,5000,20260817,2284446999,0.9330911113567939,0.9339135651998421,0.9325269542371047,-0.0688425456554507,-6.69088886432061,0.039330445448754546,0.040065618940846065,0.05667291811064076,0.07928348286202133,0.597,0.601,0.1570458470155163,0.3172,1.0012408664663843,0.0005562164936780384,0.006936728335461898,0.0065815524004599404,5000,0,0.0,0,3.26458859944978e-11,18.06606888771057,newly computed,main_hi,primary,,0.75,0.85,0.5,1.0,5000,-0.8,-0.5,logHR_cancer_overlap,overlap_weighted_cox,5000,20260817,2284446999,0.933091111356794,0.9339135651998374,0.9325269542371049,-0.0688425456554506,-6.690888864320588,0.0393304454487545,0.0400775484344159,0.0792834828620212,0.5972,0.6018,0.1570972117172736,0.317,1.0012408664663848,0.000556216493678,0.0069361683947262,0.0065804407147242,5000,0,0.0,0,-1.1102230246251565e-16,-9.71445146547012e-17,-0.00019999999999997797,0.00019999999999997797,0.016595369676224866
30,main_hi,,0.75,0.85,0.5,1.0,50000,-0.8,-0.5,5000,20260817,4164126655,0.9338193968333769,0.9346636304626887,0.9334038344743547,-0.06870579521264135,-6.61806031666231,0.012712940137569182,0.012664393660810609,0.01790394660558623,0.06987183136982629,0.0002,0.0002,0.04964471176500746,0.9968,1.0002164763481252,0.0001797881236018762,0.00019997999899989998,0.0007987189743583135,5000,0,0.0,0,3.049741792437999e-09,345.43901109695435,newly computed,main_hi,primary,,0.75,0.85,0.5,1.0,50000,-0.8,-0.5,logHR_cancer_overlap,overlap_weighted_cox,5000,20260817,4164126655,0.9338193968333772,0.9346636304623124,0.9334038344743548,-0.0687057952126413,-6.618060316662278,0.0127129401375691,0.0126630071709538,0.0698718313698262,0.0002,0.0002,0.049639344653703,0.9968,1.000216476348125,0.0001797881236018,0.0001999799989998,0.0007987189743583,5000,0,0.0,0,-3.3306690738754696e-16,-5.551115123125783e-17,0.0,0.0,0.005240939434632431
31,main_hi,,0.75,0.85,0.5,0.85,5000,-0.8,-0.5,5000,20260817,3042424778,0.8512491600559449,0.8502401337852166,0.9373643222370565,0.0020633969094923234,0.1469600065817514,0.04095575116177265,0.04097846457331498,0.057842532196279106,0.041003605759987724,0.951,0.9494,0.1605851633197644,0.2906,0.907963567805373,0.0005792017875015653,0.0030528347482299146,0.0064210846435785295,5000,0,0.0,0,2.964384293591138e-11,19.227581024169922,newly computed,main_hi,primary,,0.75,0.85,0.5,0.85,5000,-0.8,-0.5,logHR_cancer_overlap,overlap_weighted_cox,5000,20260817,3042424778,0.8512491600559451,0.8502401337852166,0.9373643222370552,0.0020633969094923,0.1469600065817775,0.0409557511617726,0.0409858668052585,0.0410036057599877,0.9512,0.9496,0.1606200765186591,0.29,0.907963567805375,0.0005792017875015,0.00304691844328,0.0064171644828537,5000,0,0.0,0,-2.220446049250313e-16,2.3418766925686896e-17,-0.000200000000000089,0.0006000000000000449,0.016856665391020605
32,main_hi,,0.75,0.85,0.5,0.85,50000,-0.8,-0.5,5000,20260817,2356173794,0.8517994073565551,0.850669257267018,0.9376832107352038,0.0020426889046641188,0.21169498312413523,0.013145859201612372,0.012953538137309721,0.018273594308747147,0.01330231669247973,0.942,0.9418,0.05077743283178933,0.9934,0.9084749275760058,0.00018591052371967363,0.003305631558416638,0.0011451148414023853,5000,0,0.0,0,3.007464499660273e-09,384.12764024734497,newly computed,main_hi,primary,,0.75,0.85,0.5,0.85,50000,-0.8,-0.5,logHR_cancer_overlap,overlap_weighted_cox,5000,20260817,2356173794,0.8517994073565578,0.850669257267018,0.937683210735204,0.0020426889046641,0.2116949831244487,0.0131458592016123,0.0129498086887838,0.0133023166924797,0.9422,0.9418,0.0507619754886676,0.9934,0.908474927576008,0.0001859105237196,0.0033002775640845,0.0011451148414023,5000,0,0.0,0,-2.6645352591003757e-15,1.8648277366750676e-17,-0.000200000000000089,0.0,0.005323785619963347
33,main_hi,,0.75,0.85,0.33,1.0,5000,-0.8,-0.5,5000,20260817,1778130748,0.9037247839417626,0.9049682179881505,0.9025466195838395,-0.10182853048188271,-9.627521605823741,0.0400100483057141,0.04044067275373728,0.05718638784176519,0.10940536287007237,0.2872,0.2932,0.15853863030417661,0.587,1.0010114308545313,0.0005658275294514355,0.006398689865902238,0.006963203285844813,5000,0,0.0,0,3.270628212703741e-11,22.87490677833557,newly computed,main_hi,primary,,0.75,0.85,0.33,1.0,5000,-0.8,-0.5,logHR_cancer_overlap,overlap_weighted_cox,5000,20260817,1778130748,0.9037247839417624,0.9049682179881476,0.902546619583838,-0.1018285304818827,-9.627521605823752,0.0400100483057141,0.0404456511547143,0.1094053628700723,0.2874,0.293,0.1585498743086867,0.5876,1.001011430854532,0.0005658275294514,0.0064000193749706,0.006961698643291,5000,0,0.0,0,2.220446049250313e-16,-1.3877787807814457e-17,-0.00019999999999997797,-0.0006000000000000449,0.016740736687050888
34,main_hi,,0.75,0.85,0.33,1.0,50000,-0.8,-0.5,5000,20260817,2069790541,0.903361215602515,0.9045853583079431,0.903230624596358,-0.10165426794049688,-9.663878439748498,0.012679721118738517,0.012783499237599878,0.01806596190966744,0.10244185357119319,0.0,0.0,0.05010906617444349,1.0,0.9998351270855061,0.00017931833573228565,0.0,0.0,5000,0,0.0,0,3.1108982057048706e-09,385.00547909736633,newly computed,main_hi,primary,,0.75,0.85,0.33,1.0,50000,-0.8,-0.5,logHR_cancer_overlap,overlap_weighted_cox,5000,20260817,2069790541,0.9033612156025153,0.9045853583080018,0.9032306245963576,-0.1016542679404968,-9.663878439748474,0.0126797211187384,0.0127793045260246,0.1024418535711931,0.0,0.0,0.0500923864998588,1.0,0.999835127085506,0.0001793183357322,0.0,0.0,5000,0,0.0,0,-2.220446049250313e-16,-8.326672684688674e-17,0.0,0.0,0.00528665738364284
35,main_hi,,0.75,0.85,0.33,0.85,5000,-0.8,-0.5,5000,20260817,3567053798,0.827939790527348,0.8275007959142444,0.9108988562759803,-0.02622953683034279,-2.595318761488467,0.04103563820883763,0.04139465936108855,0.05840583229105573,0.048698823608176435,0.9064,0.9052,0.16226394090150031,0.5286,0.909142815511979,0.0005803315609557375,0.004119199922315012,0.007059490633183105,5000,0,0.0,0,3.04840597209477e-11,37.32463812828064,newly computed,main_hi,primary,,0.75,0.85,0.33,0.85,5000,-0.8,-0.5,logHR_cancer_overlap,overlap_weighted_cox,5000,20260817,3567053798,0.8279397905273462,0.8275007959142444,0.9108988562759815,-0.0262295368303427,-2.5953187614886764,0.0410356382088375,0.0413855502593505,0.0486988236081763,0.9066,0.9048,0.1622127581053141,0.5286,0.909142815511978,0.0005803315609557,0.0041152506606523,0.0070594906331831,5000,0,0.0,0,1.7763568394002505e-15,-9.020562075079397e-17,-0.00019999999999997797,0.0,0.017020282031705233
36,main_hi,,0.75,0.85,0.33,0.85,50000,-0.8,-0.5,5000,20260817,3333225663,0.8284209355876645,0.8279790116296757,0.9114507182193763,-0.025965862441645414,-2.5387134602747623,0.012998336678021472,0.013080770348701589,0.018446782602779918,0.029037027695381825,0.4974,0.4774,0.05127850302730498,1.0,0.9087039662342009,0.00018382424018349608,0.007070972210382389,0.0,5000,0,0.0,0,2.973735035993741e-09,406.15673184394836,newly computed,main_hi,primary,,0.75,0.85,0.33,0.85,50000,-0.8,-0.5,logHR_cancer_overlap,overlap_weighted_cox,5000,20260817,3333225663,0.828420935587658,0.8279790116296757,0.9114507182193814,-0.0259658624416453,-2.538713460275533,0.0129983366780215,0.0130729086833514,0.0290370276953817,0.4974,0.4772,0.0512449903676226,1.0,0.908703966234194,0.0001838242401834,0.0070709722103823,0.0,5000,0,0.0,0,6.5503158452884236e-15,-1.1449174941446927e-16,0.0,0.0,0.005373873919428519
102,low_crc,low_crc,1.0,1.0,1.0,1.0,50000,4.2074,3.1726,2000,20260817,1410448036,0.9998391623893421,1.000067954621222,0.9990486604570872,-0.0007407873343805443,-0.016083761065788238,0.04858649935884707,0.047152996900733456,0.06668857999022354,0.048579999607472744,0.9445,0.942,0.18480712101247448,0.0265,1.001481993456415,0.00108642715355132,0.005119558086397692,0.0035915003828483716,2000,0,0.0,0,2.895919060108554e-10,116.2896785736084,newly computed,low_crc,primary,low_crc,1.0,1.0,1.0,1.0,50000,4.2074,3.1726,logHR_cancer_overlap,overlap_weighted_cox,2000,20260817,1410448036,0.9998391623893425,1.0000679546212343,0.9990486604570912,-0.0007407873343805,-0.016083761065766,0.0485864993588471,0.0471542590292047,0.0485799996074728,0.9445,0.942,0.1848001617855916,0.0265,1.0014819934564136,0.0010864271535513,0.0051195580863976,0.0035915003828483,2000,0,0.0,0,-3.3306690738754696e-16,-4.434386885465713e-17,0.0,0.0,0.019534320961018842
103,low_crc,low_crc,1.0,1.0,1.0,0.85,50000,4.2074,3.1726,2000,20260817,3444109857,0.850832611723311,0.8499720973974285,0.9999892656025964,0.0005782599279695,0.09795432038953657,0.04939724660400871,0.049372915668265537,0.06951561631743726,0.049388281126351394,0.9495,0.952,0.19347291456445545,0.028,0.8509027939168593,0.001104556013078841,0.0048964145045124596,0.0036889022757454555,2000,0,0.0,0,2.8392665996079813e-10,133.6680290699005,newly computed,low_crc,primary,low_crc,1.0,1.0,1.0,0.85,50000,4.2074,3.1726,logHR_cancer_overlap,overlap_weighted_cox,2000,20260817,3444109857,0.8508326117233086,0.8499720973974285,0.9999892656025962,0.0005782599279698,0.0979543203892492,0.0493972466040084,0.0493742641449809,0.0493882811263511,0.9495,0.952,0.193465869963552,0.028,0.8509027939168645,0.0011045560130788,0.0048964145045124,0.0036889022757454,2000,0,0.0,0,2.4424906541753444e-15,-2.999987411267391e-16,0.0,0.0,0.020141352172456356
104,low_crc,low_crc,1.0,1.0,0.5,1.0,50000,4.2074,3.1726,2000,20260817,3195999652,0.9056665940183102,0.9085648739110838,0.9017135514067944,-0.10109600662342169,-9.433340598168982,0.05050793581771197,0.05122214570981639,0.0722662105834226,0.11300521496806575,0.5085,0.5235,0.20074769588208952,0.9295,1.0035753879413394,0.001129391778916004,0.01117872421164419,0.005724061058374553,2000,0,0.0,0,2.660272002685815e-10,132.31064987182617,newly computed,low_crc,primary,low_crc,1.0,1.0,0.5,1.0,50000,4.2074,3.1726,logHR_cancer_overlap,overlap_weighted_cox,2000,20260817,3195999652,0.9056665940183164,0.9085648739110066,0.9017135514067948,-0.1010960066234214,-9.43334059816836,0.050507935817712,0.0512232671579199,0.1130052149680655,0.5085,0.5235,0.2007399973890897,0.9295,1.0035753879413412,0.001129391778916,0.0111787242116441,0.0057240610583745,2000,0,0.0,0,-6.217248937900877e-15,-2.914335439641036e-16,0.0,0.0,0.021042943425502697
105,low_crc,low_crc,1.0,1.0,0.5,0.85,50000,4.2074,3.1726,2000,20260817,2201598800,0.7660313387399604,0.7685230933746954,0.9013755838274407,-0.10229044895481926,-9.878666030592889,0.05420242076949872,0.05371231206673299,0.0754391383644352,0.11575737304139047,0.511,0.522,0.21053408757108888,0.9295,0.8519790888435625,0.001212002973856456,0.01117763391778421,0.005724061058374553,2000,0,0.0,0,2.4569857259848504e-10,120.57194423675537,newly computed,low_crc,primary,low_crc,1.0,1.0,0.5,0.85,50000,4.2074,3.1726,logHR_cancer_overlap,overlap_weighted_cox,2000,20260817,2201598800,0.7660313387399484,0.7685230933746954,0.901375583827439,-0.1022904489548192,-9.8786660305943,0.0542024207694986,0.0537131418393554,0.1157573730413904,0.511,0.522,0.2105438073539861,0.9295,0.8519790888435705,0.0012120029738564,0.0111776339177842,0.0057240610583745,2000,0,0.0,0,1.199040866595169e-14,-5.551115123125783e-17,0.0,0.0,0.021725996525079797
106,low_crc,low_crc,1.0,1.0,0.33,1.0,50000,4.2074,3.1726,2000,20260817,3924282224,0.8630440240551505,0.8670809834662613,0.8623700232124504,-0.14778119465077919,-13.695597594484955,0.052471109542077926,0.05301709181373086,0.07471684318710256,0.15681556753179812,0.196,0.2175,0.20781290161539911,0.998,1.0009382031602323,0.001173289677909241,0.00887648579112252,0.0009989994994993746,2000,0,0.0,0,2.5759705479799777e-10,122.48333740234375,newly computed,low_crc,primary,low_crc,1.0,1.0,0.33,1.0,50000,4.2074,3.1726,logHR_cancer_overlap,overlap_weighted_cox,2000,20260817,3924282224,0.8630440240551447,0.8670809834662613,0.8623700232124518,-0.147781194650779,-13.69559759448553,0.0524711095420777,0.0530174369614974,0.1568155675317978,0.196,0.2175,0.2078177967213548,0.998,1.000938203160235,0.0011732896779092,0.0088764857911225,0.0009989994994993,2000,0,0.0,0,5.773159728050814e-15,-1.942890293094024e-16,0.0,0.0,0.021699406225605164
107,low_crc,low_crc,1.0,1.0,0.33,0.85,50000,4.2074,3.1726,2000,20260817,646947979,0.7334816237009836,0.737335433771457,0.8626384604697825,-0.1475688763469705,-13.708044270472518,0.05371380086070209,0.05564456449932943,0.07808848805618653,0.15703599295387405,0.229,0.246,0.21805081504201668,0.998,0.8500028028480555,0.001201077100544166,0.009395717109406818,0.0009989994994993746,2000,0,0.0,0,2.2886581518832827e-10,114.55515193939209,newly computed,low_crc,primary,low_crc,1.0,1.0,0.33,0.85,50000,4.2074,3.1726,logHR_cancer_overlap,overlap_weighted_cox,2000,20260817,646947979,0.7334816237009837,0.737335433771457,0.8626384604697899,-0.1475688763469703,-13.708044270472504,0.0537138008607022,0.0556449228550977,0.1570359929538739,0.2295,0.246,0.218046409655286,0.998,0.8500028028480555,0.0012010771005441,0.0094029184299344,0.0009989994994993,2000,0,0.0,0,-1.1102230246251565e-16,-1.942890293094024e-16,-0.0005000000000000004,0.0,0.022443565201088825
108,low_crc,low_crc,0.9,0.9,1.0,1.0,50000,4.2074,3.1726,2000,20260817,893802542,0.9997076338953752,1.0003676934745207,1.0003307932250924,-0.0002865289640566074,-0.029236610462479717,0.04758808611977124,0.046730120941736175,0.06609169754448277,0.04757705041739911,0.9495,0.946,0.18312175695856242,0.026,0.9998471127621069,0.001064101954829227,0.0048964145045124596,0.003558370413546066,2000,0,0.0,0,2.985158786827924e-10,113.66233205795288,newly computed,low_crc,primary,low_crc,0.9,0.9,1.0,1.0,50000,4.2074,3.1726,logHR_cancer_overlap,overlap_weighted_cox,2000,20260817,893802542,0.9997076338953692,1.0003676934745451,1.00033079322509,-0.0002865289640564,-0.0292366104630792,0.0475880861197713,0.0467311857977704,0.0475770504173992,0.9495,0.946,0.1831306308790831,0.026,0.9998471127621108,0.0010641019548292,0.0048964145045124,0.003558370413546,2000,0,0.0,0,5.995204332975845e-15,-2.07407875596477e-16,0.0,0.0,0.01936051174671237
109,low_crc,low_crc,0.9,0.9,1.0,0.85,50000,4.2074,3.1726,2000,20260817,362952551,0.8805685780505147,0.8792966382679075,0.9996637296941592,0.03591995824846921,3.596303300060555,0.04976650214190054,0.048662320230051646,0.06861914356394985,0.06136537935712483,0.8785,0.8825,0.19072120843121448,0.027,0.8819116995631856,0.0011128128179167848,0.007305400399704318,0.0036242930345103167,2000,0,0.0,0,2.9053115468968826e-10,118.8868842124939,newly computed,low_crc,primary,low_crc,0.9,0.9,1.0,0.85,50000,4.2074,3.1726,logHR_cancer_overlap,overlap_weighted_cox,2000,20260817,362952551,0.8805685780505164,0.8792966382679854,0.999663729694162,0.0359199582484694,3.5963033000607507,0.0497665021419006,0.0486635409030782,0.061365379357125,0.878,0.8815,0.1907252623656376,0.027,0.8819116995631846,0.0011128128179167,0.0073183331435512,0.0036242930345103,2000,0,0.0,0,-1.6653345369377348e-15,-1.8735013540549517e-16,0.0004999999999999449,0.0,0.019955602660871652
110,low_crc,low_crc,0.9,0.9,0.5,1.0,50000,4.2074,3.1726,2000,20260817,1431445839,0.9233867397696159,0.9252743261616694,0.923943508118579,-0.08020271024771591,-7.661326023038406,0.04867924836444664,0.050627783034555764,0.07148150119077683,0.09381342717221182,0.658,0.6575,0.19841417999904742,0.7535,0.9982319453643023,0.0010885010843649813,0.010607450211997226,0.009636849848368502,2000,0,0.0,0,2.6406699049630333e-10,124.45412111282349,newly computed,low_crc,primary,low_crc,0.9,0.9,0.5,1.0,50000,4.2074,3.1726,logHR_cancer_overlap,overlap_weighted_cox,2000,20260817,1431445839,0.923386739769616,0.9252743261615493,0.9239435081185794,-0.0802027102477156,-7.661326023038395,0.0486792483644466,0.0506290728472162,0.0938134271722116,0.658,0.6575,0.1984147694051146,0.7535,0.998231945364302,0.0010885010843649,0.0106074502119972,0.0096368498483685,2000,0,0.0,0,-1.1102230246251565e-16,-3.191891195797325e-16,0.0,0.0,0.02085242834356063
111,low_crc,low_crc,0.9,0.9,0.5,0.85,50000,4.2074,3.1726,2000,20260817,4181054558,0.8130017932075909,0.8125655754606618,0.9237578256404324,-0.04619256427507751,-4.352730210871655,0.05198933964334196,0.05278207602123471,0.07430132618658324,0.0695362710039851,0.863,0.8595,0.20686031727205914,0.752,0.8796107815052423,0.001162516975478373,0.007688660481514319,0.009656500401284102,2000,0,0.0,0,2.5288215965701966e-10,144.90640711784363,newly computed,low_crc,primary,low_crc,0.9,0.9,0.5,0.85,50000,4.2074,3.1726,logHR_cancer_overlap,overlap_weighted_cox,2000,20260817,4181054558,0.8130017932075854,0.8125655754606618,0.9237578256404324,-0.0461925642750773,-4.352730210872307,0.0519893396433418,0.0527835626685852,0.0695362710039849,0.863,0.86,0.2068700397636339,0.752,0.879610781505236,0.0011625169754783,0.0076886604815143,0.0096565004012841,2000,0,0.0,0,5.551115123125783e-15,-2.0816681711721685e-16,0.0,0.0,0.021517763517998036
112,low_crc,low_crc,0.9,0.9,0.33,1.0,50000,4.2074,3.1726,2000,20260817,656974555,0.8915284415565188,0.8936079136702704,0.8918605502502327,-0.11620588643270509,-10.847155844348123,0.0545284419422461,0.052336641112027474,0.07384409320575462,0.12835759559437582,0.3965,0.4045,0.20520997922348197,0.953,0.9982482578252958,0.0012192930289001292,0.01093818426431005,0.004732388403332932,2000,0,0.0,0,2.5088198185585497e-10,143.9602987766266,newly computed,low_crc,primary,low_crc,0.9,0.9,0.33,1.0,50000,4.2074,3.1726,logHR_cancer_overlap,overlap_weighted_cox,2000,20260817,656974555,0.8915284415565086,0.8936079136702815,0.8918605502502295,-0.116205886432705,-10.847155844349142,0.0545284419422461,0.0523377511193879,0.1283575955943758,0.397,0.4045,0.2052081042083665,0.953,0.998248257825296,0.0012192930289001,0.010940543862167,0.0047323884033329,2000,0,0.0,0,1.021405182655144e-14,-8.326672684688674e-17,-0.0005000000000000004,0.0,0.021506342086366724
