combo,se,sp,uhr,eff,n,dataset_id,beta_py,se_py,beta_r,se_r,abs_beta_diff,abs_se_diff
10,0.9,0.9,0.33,1.0,5000,16,-0.1682739710919001,0.0401718638808057,-0.1682739710919,0.0403126168458828,8.326672684688674e-17,0.00014075296507709556
10,0.9,0.9,0.33,1.0,5000,17,-0.0971377369428549,0.0405656956665945,-0.0971377369621022,0.0407050010595064,1.9247312077474987e-11,0.00013930539291189675
10,0.9,0.9,0.33,1.0,5000,18,-0.159321771534042,0.0403560868511517,-0.159321771534042,0.0402635858923531,0.0,9.250095879859838e-05
10,0.9,0.9,0.33,1.0,5000,19,-0.0802984486497027,0.0402490961372957,-0.0802984487063858,0.0402155889028318,5.668310265605214e-11,3.350723446390175e-05
10,0.9,0.9,0.33,1.0,5000,20,-0.1716340374807329,0.040667437053141,-0.171634037480733,0.0407678226724804,1.1102230246251565e-16,0.00010038561933940066
10,0.9,0.9,0.33,1.0,5000,21,-0.1210086179985134,0.0402188619622418,-0.121008617998514,0.040318140687409,6.106226635438361e-16,9.927872516719838e-05
10,0.9,0.9,0.33,1.0,5000,22,-0.1517626497703504,0.0404308979238746,-0.151762649770351,0.040277740232212,6.106226635438361e-16,0.00015315769166260318
10,0.9,0.9,0.33,1.0,5000,23,-0.1092667314355798,0.0404174014521888,-0.109266731339159,0.0403830027658326,9.642080189831148e-11,3.4398686356199026e-05
10,0.9,0.9,0.33,1.0,5000,24,-0.1569992723927534,0.040771866668058,-0.156999272392753,0.0408113845191405,4.163336342344337e-16,3.9517851082498945e-05
10,0.9,0.9,0.33,1.0,5000,25,-0.0681427354175509,0.0403180040866149,-0.0681430390288736,0.0402710217471095,3.0361132269396407e-07,4.6982339505396986e-05
10,0.9,0.9,0.33,1.0,5000,26,-0.1506450420569913,0.0402225126905505,-0.150645042056991,0.0403259810324249,3.0531133177191805e-16,0.00010346834187439924
10,0.9,0.9,0.33,1.0,5000,27,-0.1449141612099913,0.0402611963878776,-0.144914375885704,0.0402462076615308,2.146757127063914e-07,1.4988726346795711e-05
10,0.9,0.9,0.33,1.0,5000,28,-0.1584435847201876,0.0407415760439714,-0.158443584720188,0.0408070228615457,3.885780586188048e-16,6.544681757430365e-05
10,0.9,0.9,0.33,1.0,5000,29,-0.0915990554994493,0.0394235848444525,-0.0915990554715933,0.0394690684123278,2.785599528820626e-11,4.548356787530128e-05
10,0.9,0.9,0.33,1.0,5000,30,-0.2046717330908087,0.0405711181649156,-0.204671733090808,0.0407840896523636,6.938893903907228e-16,0.00021297148744800487
10,0.9,0.9,0.33,1.0,5000,31,-0.0973826099904517,0.0397275844103625,-0.0973826100489598,0.0396348485850125,5.850810114171878e-11,9.273582535000019e-05
10,0.9,0.9,0.33,1.0,5000,32,-0.1734396563853948,0.0411389009899121,-0.173439567193938,0.0409785655637265,8.919145680352791e-08,0.0001603354261856052
10,0.9,0.9,0.33,1.0,5000,33,-0.1377872374897232,0.0401689944792354,-0.137787237489723,0.0404759621594075,2.220446049250313e-16,0.00030696768017209747
