scenario_id,family,module,anchor,se,sp,uhr,eff,n,eta_c0,eta_o0,estimand,method,planned_reps,master_seed,scenario_seed,median_HR_c,median_HR_naive,median_HR_o,bias_logHR_c,median_HR_percent_error_c,empirical_SE,avg_model_SE,rmse_c,coverage_c,coverage_naive,median_interval_width_log,directional_signal_rate,median_cross_ratio,mcse_bias,mcse_coverage,mcse_signal,successful,failed,failure_rate,convergence_warnings
209,low_bladder,primary,low_bladder,0.9,0.9,1.0,0.85,50000,2.6917,2.4908,logHR_cancer_overlap,overlap_weighted_cox,2000,20260817,3035760677,0.8811751008344382,0.8793015095616586,0.999339093999503,0.0350689965048248,3.667658921698612,0.0243319289519206,0.0248388464288773,0.042679986656435,0.713,0.7355,0.0973624081353938,0.028,0.8814798157973448,0.0005440784716018,0.0101151124561222,0.0036889022757454,2000,0,0.0,0
210,low_bladder,primary,low_bladder,0.9,0.9,0.5,1.0,50000,2.6917,2.4908,logHR_cancer_overlap,overlap_weighted_cox,2000,20260817,3872802752,0.920696021138436,0.922408345488662,0.9197886585051782,-0.0828388656016083,-7.930397886156393,0.0255077600095141,0.0256998772518093,0.0866752453238752,0.1085,0.1125,0.1007349425303766,0.956,1.0000828981713692,0.0005703708533502,0.0069544140659008,0.004586065852122,2000,0,0.0,0
211,low_bladder,primary,low_bladder,0.9,0.9,0.5,0.85,50000,2.6917,2.4908,logHR_cancer_overlap,overlap_weighted_cox,2000,20260817,236242957,0.8123052094646155,0.812675781949123,0.9205994309273818,-0.0454876361498554,-4.434681239456999,0.0266461956027056,0.0267053262113398,0.0527142274222931,0.6015,0.6045,0.1046548574038357,0.9475,0.88108084438311,0.000595827047094,0.0109475510960214,0.0049871710417831,2000,0,0.0,0
212,low_bladder,primary,low_bladder,0.9,0.9,0.33,1.0,50000,2.6917,2.4908,logHR_cancer_overlap,overlap_weighted_cox,2000,20260817,927949605,0.8847087707171508,0.8870641244575388,0.8848259440770395,-0.1227266308314027,-11.529122928284918,0.0258253814132861,0.0265753454583664,0.1254130884924159,0.0045,0.005,0.1041729904580958,0.9995,1.0005519493421202,0.0005774730838496,0.0014966211945579,0.000499874984371,2000,0,0.0,0
213,low_bladder,primary,low_bladder,0.9,0.9,0.33,0.85,50000,2.6917,2.4908,logHR_cancer_overlap,overlap_weighted_cox,2000,20260817,292075571,0.7809601928626887,0.7820596773180323,0.8871040508502145,-0.0839915531086423,-8.122330251448385,0.0269691190965927,0.0276190630229452,0.0882130983003979,0.1435,0.147,0.1082490907503321,0.9975,0.8806362213334209,0.0006030478359326,0.0078392521964789,0.0011166355717063,2000,0,0.0,0
214,low_bladder,primary,low_bladder,0.75,0.85,1.0,1.0,50000,2.6917,2.4908,logHR_cancer_overlap,overlap_weighted_cox,2000,20260817,2112728210,0.9990909868675952,0.9989086230597488,1.0007607902179991,-0.0006630746219513,-0.0909013132404767,0.0244063160156178,0.0240612386224078,0.024409221521338,0.9425,0.941,0.094318570341299,0.026,0.9980271019005306,0.0005457418169126,0.0052054658773254,0.003558370413546,2000,0,0.0,0
215,low_bladder,primary,low_bladder,0.75,0.85,1.0,0.85,50000,2.6917,2.4908,logHR_cancer_overlap,overlap_weighted_cox,2000,20260817,3698441187,0.9078685351693272,0.905932907366597,1.0002621632061828,0.0653708573233534,6.808062961097307,0.0243977935692341,0.0250154760728816,0.0697732304832711,0.2545,0.269,0.0980681214718365,0.031,0.9080307279398718,0.0005455512492181,0.0097398601119317,0.003875499967746,2000,0,0.0,0
216,low_bladder,primary,low_bladder,0.75,0.85,0.5,1.0,50000,2.6917,2.4908,logHR_cancer_overlap,overlap_weighted_cox,2000,20260817,3727077063,0.9388052138414988,0.9396322703208968,0.939225242053987,-0.0636818740484232,-6.119478615850116,0.0257135274720314,0.0258688600643818,0.0686748570047775,0.314,0.319,0.1014038697152954,0.7645,0.9990955714870436,0.0005749719536877,0.0103779574098181,0.0094878804271554,2000,0,0.0,0
217,low_bladder,primary,low_bladder,0.75,0.85,0.5,0.85,50000,2.6917,2.4908,logHR_cancer_overlap,overlap_weighted_cox,2000,20260817,3548325325,0.8527832364239996,0.8510882595097456,0.9393365064324252,0.0029125438599006,0.3274395792940682,0.0262788164290345,0.0269115533352001,0.0264331953526296,0.95,0.9515,0.1054672389081925,0.7685,0.9071051640241276,0.0005876121990355,0.0048733971724044,0.0094315361951274,2000,0,0.0,0
218,low_bladder,primary,low_bladder,0.75,0.85,0.33,1.0,50000,2.6917,2.4908,logHR_cancer_overlap,overlap_weighted_cox,2000,20260817,1422390879,0.911151338329799,0.912073513978898,0.9121630886456183,-0.0935197523804069,-8.8848661670201,0.0270619145611816,0.0267574231581239,0.0973546359009136,0.063,0.068,0.1048967607000277,0.9795,0.9992077788264891,0.0006051228056009,0.0054328169488765,0.0031685761786644,2000,0,0.0,0
219,low_bladder,primary,low_bladder,0.75,0.85,0.33,0.85,50000,2.6917,2.4908,logHR_cancer_overlap,overlap_weighted_cox,2000,20260817,1333923205,0.8306026827911949,0.8290825807074605,0.9125072166748496,-0.0240273581499165,-2.282037318682954,0.0285705294125265,0.0278176321146096,0.0373253392884907,0.851,0.842,0.1090388026586706,0.9695,0.9081844562592816,0.0006388564591956,0.0079623802973733,0.0038451105315712,2000,0,0.0,0
