scenario_id,family,module,anchor,se,sp,uhr,eff,n,eta_c0,eta_o0,estimand,method,planned_reps,master_seed,scenario_seed,median_HR_c,median_HR_naive,median_HR_o,bias_logHR_c,median_HR_percent_error_c,empirical_SE,avg_model_SE,rmse_c,coverage_c,coverage_naive,median_interval_width_log,directional_signal_rate,median_cross_ratio,mcse_bias,mcse_coverage,mcse_signal,successful,failed,failure_rate,convergence_warnings
12,main_hi,primary,,1.0,1.0,0.33,0.85,50000,-0.8,-0.5,logHR_cancer_overlap,overlap_weighted_cox,5000,20260817,1319130456,0.7270595141569868,0.7316534359353644,0.8551335728953404,-0.1562068235922352,-14.46358656976626,0.0132514148918539,0.0131730132915945,0.1567677792577684,0.0,0.0,0.0516373084651167,1.0,0.8499262922715065,0.0001874033066069,0.0,0.0,5000,0,0.0,0
13,main_hi,primary,,0.9,0.9,1.0,1.0,5000,-0.8,-0.5,logHR_cancer_overlap,overlap_weighted_cox,5000,20260817,972130327,0.9998177504133288,1.000163154279583,0.999986321498704,-7.387856943601791e-05,-0.0182249586671234,0.0393832215751944,0.0394473529606304,0.0393793523569846,0.9492,0.949,0.1546248029153347,0.0246,0.999718327603765,0.0005569628608158,0.0031054584202658,0.0021906546966603,5000,0,0.0,0
14,main_hi,primary,,0.9,0.9,1.0,1.0,50000,-0.8,-0.5,logHR_cancer_overlap,overlap_weighted_cox,5000,20260817,300294571,1.0000720308022846,1.000034975621738,0.999923964513852,-8.409016756090592e-05,0.0072030802284572,0.0122853942494525,0.012462871968788,0.0122844534611185,0.9516,0.9484,0.0488551502033919,0.0242,1.0000957400293382,0.0001737417116667,0.0030350433275325,0.0021732169703,5000,0,0.0,0
15,main_hi,primary,,0.9,0.9,1.0,0.85,5000,-0.8,-0.5,logHR_cancer_overlap,overlap_weighted_cox,5000,20260817,184379484,0.8800513299258625,0.8787174288774151,0.999085599861621,0.0349952120959956,3.535450579513244,0.0398542177564849,0.0402744670910119,0.0530349495228424,0.8574,0.8648,0.1578659164208198,0.0224,0.8811257507224339,0.0005636237526899,0.0049450023255808,0.002092760855903,5000,0,0.0,0
16,main_hi,primary,,0.9,0.9,1.0,0.85,50000,-0.8,-0.5,logHR_cancer_overlap,overlap_weighted_cox,5000,20260817,2636532921,0.8803434329654918,0.8788572874875842,1.0004934390714693,0.0351205428613583,3.5698156429990355,0.0125064313528528,0.0127263616211531,0.0372804516321233,0.2044,0.2316,0.0498867980462767,0.0222,0.8800343624278534,0.0001768676483609,0.00570299289847,0.0020836103282523,5000,0,0.0,0
17,main_hi,primary,,0.9,0.9,0.5,1.0,5000,-0.8,-0.5,logHR_cancer_overlap,overlap_weighted_cox,5000,20260817,2612745165,0.9116658040011434,0.9138713595048928,0.9135379242871348,-0.0919605604455437,-8.833419599885662,0.0403389984163411,0.0398527110135354,0.1004173990090036,0.3634,0.369,0.1562025212652014,0.4978,0.997796853639454,0.0005704795865293,0.0068020649805775,0.0070709993635977,5000,0,0.0,0
18,main_hi,primary,,0.9,0.9,0.5,1.0,50000,-0.8,-0.5,logHR_cancer_overlap,overlap_weighted_cox,5000,20260817,3692586629,0.9129801362675034,0.9149899847632488,0.9127674533772216,-0.0908851428762631,-8.70198637324966,0.0125338512382349,0.0125940891517958,0.091745164466666,0.0,0.0,0.0493706080000436,1.0,1.0002216268005848,0.0001772554240987,0.0,0.0,5000,0,0.0,0
19,main_hi,primary,,0.9,0.9,0.5,0.85,5000,-0.8,-0.5,logHR_cancer_overlap,overlap_weighted_cox,5000,20260817,2268338296,0.8086135659715848,0.8096231867326569,0.9196557355034822,-0.0499576370617041,-4.868992238637074,0.0406414026305341,0.040752217178397,0.0643984375885361,0.7684,0.7686,0.1597458629268225,0.4568,0.8797256105143116,0.0005747562279396,0.0059659272539983,0.007044625753012,5000,0,0.0,0
20,main_hi,primary,,0.9,0.9,0.5,0.85,50000,-0.8,-0.5,logHR_cancer_overlap,overlap_weighted_cox,5000,20260817,3352976826,0.808727778465746,0.8091595327175851,0.9186319711474844,-0.0496132233243254,-4.855555474618121,0.0129961122209367,0.0128761201232039,0.0512868119666449,0.03,0.0294,0.0504738971681768,1.0,0.8803671126251644,0.0001837927816097,0.0024124676163629,0.0,5000,0,0.0,0
21,main_hi,primary,,0.9,0.9,0.33,1.0,5000,-0.8,-0.5,logHR_cancer_overlap,overlap_weighted_cox,5000,20260817,666658930,0.8738986335875416,0.8764595692821384,0.873541017728662,-0.1349689792291041,-12.61013664124584,0.0401097076103929,0.0402333812235883,0.1408016059603321,0.0832,0.091,0.1576992387871308,0.8246,0.999240152740903,0.0005672369248543,0.0039058356340225,0.0053783796816513,5000,0,0.0,0
22,main_hi,primary,,0.9,0.9,0.33,1.0,50000,-0.8,-0.5,logHR_cancer_overlap,overlap_weighted_cox,5000,20260817,2744545753,0.8740191850806462,0.876596515053257,0.873725824867984,-0.1347001632842172,-12.598081491935377,0.012820629843788,0.0127115847144452,0.1353087937448128,0.0,0.0,0.0498296512108934,1.0,1.000187344046868,0.0001813110860325,0.0,0.0,5000,0,0.0,0
23,main_hi,primary,,0.9,0.9,0.33,0.85,5000,-0.8,-0.5,logHR_cancer_overlap,overlap_weighted_cox,5000,20260817,1390767563,0.7782142346916578,0.7797652562059683,0.8856194274155231,-0.0880236525313881,-8.445384153922605,0.0407169035999307,0.0411429438688471,0.0969829782512625,0.4284,0.433,0.161249624663653,0.758,0.8791801613947889,0.0005758239728885,0.0069981917664493,0.0060569959550919,5000,0,0.0,0
24,main_hi,primary,,0.9,0.9,0.33,0.85,50000,-0.8,-0.5,logHR_cancer_overlap,overlap_weighted_cox,5000,20260817,1851916202,0.7789046389065166,0.7801519912272095,0.8845173867392663,-0.0873493693426394,-8.3641601286451,0.0128741223602207,0.013000203836517,0.0882928207868423,0.0,0.0,0.0509604581297181,1.0,0.8807670365475649,0.0001820675844547,0.0,0.0,5000,0,0.0,0
25,main_hi,primary,,0.75,0.85,1.0,1.0,5000,-0.8,-0.5,logHR_cancer_overlap,overlap_weighted_cox,5000,20260817,2088437592,0.9990894670433418,0.998896464660014,0.9994127978735984,-0.0006287589144117,-0.0910532956658216,0.0401591126251055,0.0396672823655476,0.0401600188463974,0.9486,0.9474,0.1554690002470848,0.0256,1.0000382716921017,0.0005679356172729,0.003122756474655,0.0022335908309267,5000,0,0.0,0
26,main_hi,primary,,0.75,0.85,1.0,1.0,50000,-0.8,-0.5,logHR_cancer_overlap,overlap_weighted_cox,5000,20260817,770843387,0.9997592237719962,0.99986066815804,0.999627429127926,-0.0001662423972546,-0.024077622800378,0.0125558130625369,0.0125351510827084,0.0125556580276657,0.9468,0.9468,0.0491384759163857,0.028,1.000145712367226,0.0001775660111966,0.003173948959892,0.0023330666514268,5000,0,0.0,0
27,main_hi,primary,,0.75,0.85,1.0,0.85,5000,-0.8,-0.5,logHR_cancer_overlap,overlap_weighted_cox,5000,20260817,730609205,0.906925090065421,0.904859985992545,1.0002514382968446,0.0652397018945798,6.697069419461296,0.041111676438274,0.040530509709687,0.0771106387528405,0.6434,0.6562,0.1588448074373905,0.024,0.9071804488295852,0.000581406903909,0.006774015648048,0.0021644398813549,5000,0,0.0,0
28,main_hi,primary,,0.75,0.85,1.0,0.85,50000,-0.8,-0.5,logHR_cancer_overlap,overlap_weighted_cox,5000,20260817,3314776866,0.9076564186000596,0.9058052126260858,1.000537787395093,0.0657626962422146,6.783108070595254,0.0126543359928825,0.0128079643101436,0.0669688913602626,0.0004,0.001,0.0502065324266762,0.0232,0.9069842750532672,0.0001789593358396,0.0002827861382741,0.0021289321266775,5000,0,0.0,0
29,main_hi,primary,,0.75,0.85,0.5,1.0,5000,-0.8,-0.5,logHR_cancer_overlap,overlap_weighted_cox,5000,20260817,2284446999,0.933091111356794,0.9339135651998374,0.9325269542371049,-0.0688425456554506,-6.690888864320588,0.0393304454487545,0.0400775484344159,0.0792834828620212,0.5972,0.6018,0.1570972117172736,0.317,1.0012408664663848,0.000556216493678,0.0069361683947262,0.0065804407147242,5000,0,0.0,0
