Se,Sp,uhr,B
0.8528637778927494,0.8976443707379237,0.4652660375000222,-0.0410492785993722
0.8915934355708341,0.9169234654043624,0.3842181137165499,-0.0810594341723739
0.8058188639983762,0.9046482614882736,0.3732250140363622,-0.0536965037054021
0.9474582004607862,0.8801704322264781,0.3218465312032526,-0.0922305314005095
0.8691453977556426,0.8971544958548665,0.342764984758844,-0.0691875981702844
0.8119756234355116,0.9193102047399913,0.4186491499632825,-0.0542654410205893
0.7687334116921508,0.9307595995372202,0.4919905106668686,-0.0326962126132976
0.834551148318792,0.9325849902818132,0.1959569194774968,-0.1204248613417894
0.8757131145401738,0.9063479650623738,0.1654597148313981,-0.1266700276543994
0.8545139884765574,0.8418366726131253,0.4984892732328445,-0.0293551551793001
0.7812758570596059,0.8871283133431063,0.3180987790224407,-0.0482710222226889
0.7907094594668576,0.9339501643469774,0.4711548725448402,-0.051486750754138
0.8491413155167711,0.9230143101987104,0.4130972888509041,-0.0596115801598365
0.8520236187030551,0.893868812373827,0.5266581460143172,-0.0254948370122701
0.8626359002117566,0.9643921745364248,0.4929781658145679,-0.0591903678285581
0.8381896448858301,0.9032917050372736,0.3747189156255315,-0.0598265402019236
0.8203139871399989,0.8731415437906173,0.3862895053713399,-0.0488472439304312
0.7996638092851379,0.8724105013814228,0.4342327130973161,-0.0402564783378627
0.9328419896461608,0.9221850735493546,0.4764954671936862,-0.0687442321090909
0.8725929872475403,0.8624928372128009,0.3398416689127521,-0.0640091867350522
0.8435565320019707,0.8807204247878364,0.2510687985081276,-0.0723294360428139
0.8974854047453248,0.89790983530259,0.4125686455039425,-0.0571449869914794
0.8722701243873283,0.8973226977398913,0.3979629952627365,-0.0595765312204317
0.8571454593905398,0.8674320192057273,0.3867552860183863,-0.044675334156092
0.8934068420339808,0.928627030197344,0.3027718807083674,-0.0995922406032577
0.8746976130706233,0.9513062212472244,0.4627345187409498,-0.0721570020465663
0.7432272613559303,0.9143540613133236,0.2301967271685511,-0.0861983486656206
0.92726347254452,0.8991296415295033,0.354127379019109,-0.0934343494833206
0.8026656996119228,0.8966136970116937,0.5313566850408623,-0.0215668517890103
0.8299095600008605,0.8829637614636164,0.2917137327105563,-0.0836349176667328
0.8282993672032488,0.9100915841324998,0.443950275039278,-0.0458266910095002
0.8516038533202717,0.8978434123799844,0.4475253209307429,-0.047208664586209
0.8975938959488164,0.953118849151601,0.4451415763837482,-0.0774274235176126
0.6446421675607783,0.9099060890197412,0.2355640920990706,-0.042160354299092
0.8880775229857832,0.8633510722795751,0.5033293200649847,-0.0334780104992797
0.851053917924598,0.8808422219309447,0.4169613744937911,-0.0582532049594274
0.8741794427006545,0.9030226418013726,0.4518839810361533,-0.0526427697141478
0.8979568823096512,0.7974404584312199,0.4332608625543204,-0.0433618337658976
0.8481001540717062,0.9167305194236244,0.4088052600407176,-0.0793149088055028
0.9202621907614058,0.9086690342388886,0.5245211534269243,-0.0587866816199434
