scenario_id,family,module,anchor,se,sp,uhr,eff,n,eta_c0,eta_o0,estimand,method,planned_reps,master_seed,scenario_seed,median_HR_c,median_HR_naive,median_HR_o,bias_logHR_c,median_HR_percent_error_c,empirical_SE,avg_model_SE,rmse_c,coverage_c,coverage_naive,median_interval_width_log,directional_signal_rate,median_cross_ratio,mcse_bias,mcse_coverage,mcse_signal,successful,failed,failure_rate,convergence_warnings
202,low_bladder,primary,low_bladder,1.0,1.0,1.0,1.0,50000,2.6917,2.4908,logHR_cancer_overlap,overlap_weighted_cox,2000,20260817,3720922161,1.000548161098971,1.0004117904380152,1.0005256699426262,0.0004069428185637182,0.054816109897104504,0.024011662165723077,0.024149989659615973,0.024009107489834296,0.957,0.954,0.09467720625322709,0.024,0.9989935450922895,0.0005369170885531661,0.004536022486716751,0.00342227994179319,2000,0,0.0,0
203,low_bladder,primary,low_bladder,1.0,1.0,1.0,0.85,50000,2.6917,2.4908,logHR_cancer_overlap,overlap_weighted_cox,2000,20260817,3349977807,0.8487539065039849,0.8487053853996704,1.0003367451586984,-0.0012186856942218087,-0.14659923482530843,0.02520145502406439,0.025177794161904826,0.025224610472385417,0.948,0.9465,0.09868648103467945,0.0195,0.8481649020743571,0.0005635216656571157,0.0049646752159632785,0.0030919047527373806,2000,0,0.0,0
204,low_bladder,primary,low_bladder,1.0,1.0,0.5,1.0,50000,2.6917,2.4908,logHR_cancer_overlap,overlap_weighted_cox,2000,20260817,3714012747,0.8999406853575028,0.9031069514304901,0.8985832711182896,-0.1055397216003942,-10.005931464249718,0.026640162111073156,0.025984106193792503,0.10884840937594963,0.0235,0.026,0.1018463782937345,0.993,1.0009680635720888,0.0005956921341197387,0.0033873108803297047,0.0018642692938521525,2000,0,0.0,0
205,low_bladder,primary,low_bladder,1.0,1.0,0.5,0.85,50000,2.6917,2.4908,logHR_cancer_overlap,overlap_weighted_cox,2000,20260817,4176465823,0.7647122855385289,0.7679538570914417,0.9009220813843897,-0.10543436498648501,-10.03384876017307,0.02685888595280274,0.02715583816268471,0.10880002010501508,0.028,0.0315,0.10645006050506256,0.994,0.8490516941898506,0.0006005829479038113,0.0036889022757454555,0.0017268468374467964,2000,0,0.0,0
206,low_bladder,primary,low_bladder,1.0,1.0,0.33,1.0,50000,2.6917,2.4908,logHR_cancer_overlap,overlap_weighted_cox,2000,20260817,2485604009,0.8551749619476072,0.8597028480241306,0.8552301076240697,-0.15630508525146417,-14.482503805239277,0.026826195524136794,0.026906179036684696,0.15858929541234348,0.0,0.0,0.10548578811135795,1.0,1.0010774999906746,0.0005998519676967047,0.0,0.0,2000,0,0.0,0
207,low_bladder,primary,low_bladder,1.0,1.0,0.33,0.85,50000,2.6917,2.4908,logHR_cancer_overlap,overlap_weighted_cox,2000,20260817,2162306441,0.729331831025439,0.733080027797832,0.8576432321979868,-0.15334587388554302,-14.196255173477764,0.027174473953840053,0.028132665191960327,0.15573387507659167,0.0,0.0,0.11028095768846509,1.0,0.8502672378341327,0.0006076397101358384,0.0,0.0,2000,0,0.0,0
208,low_bladder,primary,low_bladder,0.9,0.9,1.0,1.0,50000,2.6917,2.4908,logHR_cancer_overlap,overlap_weighted_cox,2000,20260817,3675167189,1.0003977380118614,1.0003550787836808,0.9995236220541148,0.0001641892488768567,0.03977380118613816,0.02319100725732545,0.02392944031335506,0.02318579013771072,0.9605,0.9625,0.09381131992705147,0.0235,1.000105849290169,0.0005185666869407066,0.004355441998236229,0.0033873108803297047,2000,0,0.0,0
209,low_bladder,primary,low_bladder,0.9,0.9,1.0,0.85,50000,2.6917,2.4908,logHR_cancer_overlap,overlap_weighted_cox,2000,20260817,3035760677,0.8811751008344382,0.8793015095616586,0.999339093999503,0.035068996504824874,3.6676589216986115,0.024331928951920604,0.024838846428877306,0.042679986656435014,0.713,0.7355,0.09736240813539382,0.028,0.8814798157973448,0.0005440784716018968,0.010115112456122274,0.0036889022757454555,2000,0,0.0,0
210,low_bladder,primary,low_bladder,0.9,0.9,0.5,1.0,50000,2.6917,2.4908,logHR_cancer_overlap,overlap_weighted_cox,2000,20260817,3872802752,0.9206960211384361,0.9224083454886619,0.9197886585051782,-0.08283886560160836,-7.930397886156393,0.02550776000951416,0.02569987725180934,0.08667524532387522,0.1085,0.1125,0.1007349425303766,0.956,1.0000828981713692,0.0005703708533502434,0.006954414065900879,0.004586065852122058,2000,0,0.0,0
211,low_bladder,primary,low_bladder,0.9,0.9,0.5,0.85,50000,2.6917,2.4908,logHR_cancer_overlap,overlap_weighted_cox,2000,20260817,236242957,0.8123052094646155,0.812675781949123,0.9205994309273818,-0.045487636149855445,-4.434681239456999,0.026646195602705692,0.02670532621133987,0.05271422742229311,0.6015,0.6045,0.10465485740383576,0.9475,0.88108084438311,0.0005958270470940591,0.010947551096021428,0.004987171041783106,2000,0,0.0,0
212,low_bladder,primary,low_bladder,0.9,0.9,0.33,1.0,50000,2.6917,2.4908,logHR_cancer_overlap,overlap_weighted_cox,2000,20260817,927949605,0.8847087707171508,0.8870641244575388,0.8848259440770395,-0.12272663083140273,-11.529122928284918,0.025825381413286122,0.026575345458366404,0.1254130884924159,0.0045,0.005,0.10417299045809587,0.9995,1.0005519493421202,0.0005774730838496735,0.0014966211945579282,0.000499874984371065,2000,0,0.0,0
213,low_bladder,primary,low_bladder,0.9,0.9,0.33,0.85,50000,2.6917,2.4908,logHR_cancer_overlap,overlap_weighted_cox,2000,20260817,292075571,0.7809601928626887,0.7820596773180323,0.8871040508502145,-0.08399155310864237,-8.122330251448385,0.02696911909659271,0.027619063022945263,0.08821309830039792,0.1435,0.147,0.10824909075033212,0.9975,0.8806362213334209,0.0006030478359326901,0.007839252196478947,0.001116635571706353,2000,0,0.0,0
214,low_bladder,primary,low_bladder,0.75,0.85,1.0,1.0,50000,2.6917,2.4908,logHR_cancer_overlap,overlap_weighted_cox,2000,20260817,2112728210,0.9990909868675952,0.9989086230597488,1.0007607902179991,-0.0006630746219513798,-0.09090131324047679,0.024406316015617855,0.024061238622407877,0.02440922152133807,0.9425,0.941,0.09431857034129901,0.026,0.9980271019005306,0.0005457418169126334,0.005205465877325487,0.003558370413546066,2000,0,0.0,0
215,low_bladder,primary,low_bladder,0.75,0.85,1.0,0.85,50000,2.6917,2.4908,logHR_cancer_overlap,overlap_weighted_cox,2000,20260817,3698441187,0.9078685351693271,0.905932907366597,1.0002621632061828,0.06537085732335345,6.808062961097307,0.024397793569234105,0.025015476072881626,0.0697732304832711,0.2545,0.269,0.0980681214718365,0.031,0.9080307279398718,0.0005455512492181468,0.009739860111931793,0.003875499967746097,2000,0,0.0,0
216,low_bladder,primary,low_bladder,0.75,0.85,0.5,1.0,50000,2.6917,2.4908,logHR_cancer_overlap,overlap_weighted_cox,2000,20260817,3727077063,0.9388052138414988,0.9396322703208968,0.939225242053987,-0.06368187404842329,-6.119478615850116,0.025713527472031438,0.025868860064381848,0.0686748570047775,0.314,0.319,0.10140386971529541,0.7645,0.9990955714870435,0.0005749719536877061,0.010377957409818176,0.009487880427155478,2000,0,0.0,0
217,low_bladder,primary,low_bladder,0.75,0.85,0.5,0.85,50000,2.6917,2.4908,logHR_cancer_overlap,overlap_weighted_cox,2000,20260817,3548325325,0.8527832364239996,0.8510882595097456,0.9393365064324252,0.002912543859900641,0.32743957929406825,0.026278816429034523,0.026911553335200178,0.026433195352629696,0.95,0.9515,0.10546723890819257,0.7685,0.9071051640241276,0.0005876121990355947,0.004873397172404485,0.009431536195127495,2000,0,0.0,0
218,low_bladder,primary,low_bladder,0.75,0.85,0.33,1.0,50000,2.6917,2.4908,logHR_cancer_overlap,overlap_weighted_cox,2000,20260817,1422390879,0.911151338329799,0.912073513978898,0.9121630886456185,-0.09351975238040694,-8.8848661670201,0.027061914561181632,0.026757423158123985,0.09735463590091366,0.063,0.068,0.10489676070002774,0.9795,0.9992077788264893,0.0006051228056009352,0.005432816948876522,0.0031685761786644775,2000,0,0.0,0
219,low_bladder,primary,low_bladder,0.75,0.85,0.33,0.85,50000,2.6917,2.4908,logHR_cancer_overlap,overlap_weighted_cox,2000,20260817,1333923205,0.8306026827911949,0.8290825807074605,0.9125072166748497,-0.02402735814991653,-2.282037318682954,0.028570529412526583,0.027817632114609626,0.037325339288490744,0.851,0.842,0.10903880265867069,0.9695,0.9081844562592815,0.0006388564591956657,0.007962380297373393,0.0038451105315712303,2000,0,0.0,0
